"AA","Int","Probibility","P_value","delabel"
"DT","I4","0.00373374675159236","0.367386754197858",NA
"DT","I5","-0.00131784","0.305343622898658",NA
"DT","I6","-0.00131784","0.311593148602419",NA
"DV","I2_P","0","0.366849446280793",NA
"DV","I3_P","0","0.368910398226179",NA
"DV","I2_A","-0.00203832","0.306826434143391",NA
"DV","I3_A","-0.00203832","0.306826434143391",NA
"DV","I1","0.00229278675159236","0.367386754197858",NA
"DV","I4","0.00229278675159236","0.367386754197858",NA
"DV","I5","-0.00203832","0.305343622898658",NA
"DV","I6","0.00429079392405063","0.364679388734674",NA
"DW","I2_P","0","0.366849446280793",NA
"DW","I3_P","0","0.368910398226179",NA
"DW","I2_A","-0.000169632","0.306826434143391",NA
"DW","I3_A","-0.000169632","0.306826434143391",NA
"DW","I1","-0.000339264","0.33228610889228",NA
"DW","I4","-0.000339264","0.33228610889228",NA
"DW","I5","-0.000169632","0.305343622898658",NA
"DW","I6","-0.000169632","0.311593148602419",NA
"DY","I2_P","0","0.366849446280793",NA
"DY","I3_P","0","0.368910398226179",NA
"DY","I2_A","-0.00067944","0.306826434143391",NA
"DY","I3_A","-0.00067944","0.306826434143391",NA
"DY","I1","-0.00135888","0.33228610889228",NA
"DY","I4","-0.00135888","0.33228610889228",NA
"DY","I5","-0.00067944","0.305343622898658",NA
"DY","I6","0.0119787878481013","0.212054311227245",NA
"EA","I2_P","0","0.366849446280793",NA
"EA","I3_P","0","0.368910398226179",NA
"EA","I2_A","-0.0117733","0.0932808410514669",NA
"EA","I3_A","-0.0117733","0.0932808410514669",NA
"EA","I1","0","0.33228610889228",NA
"EA","I4","0","0.33228610889228",NA
"EA","I5","0.00745746923076923","0.208792737694363",NA
"EA","I6","-0.00544418607594937","0.226982776139656",NA
"EC","I2_P","0","0.366849446280793",NA
"EC","I3_P","0","0.368910398226179",NA
"EC","I2_A","-0.00103555","0.306826434143391",NA
"EC","I3_A","-0.00103555","0.306826434143391",NA
"EC","I1","0","0.33228610889228",NA
"EC","I4","0","0.33228610889228",NA
"EC","I5","-0.00103555","0.305343622898658",NA
"EC","I6","-0.00103555","0.311593148602419",NA
"ED","I2_P","0","0.366849446280793",NA
"ED","I3_P","0","0.368910398226179",NA
"ED","I2_A","-0.0063384","0.306826434143391",NA
"ED","I3_A","-0.0063384","0.306826434143391",NA
"ED","I1","0","0.33228610889228",NA
"ED","I4","0","0.33228610889228",NA
"ED","I5","-0.0063384","0.305343622898658",NA
