"AA","Int","Probibility","P_value","delabel"
"DL","I6","-0.0170940170940171","0.0655983053364231",NA
"DM","I2_P","0","0.248328418900775",NA
"DM","I3_P","0","0.255638395988965",NA
"DM","I2_A","0","0.240925848035997",NA
"DM","I3_A","0","0.240925848035997",NA
"DM","I1","0.00636942675159236","0.353687615854401",NA
"DM","I4","0.00636942675159236","0.353687615854401",NA
"DM","I5","0","0.268081696093435",NA
"DM","I6","-0.00854700854700855","0.257629827044182",NA
"DN","I2_P","0","0.248328418900775",NA
"DN","I3_P","0","0.255638395988965",NA
"DN","I2_A","0","0.240925848035997",NA
"DN","I3_A","0","0.240925848035997",NA
"DN","I1","-0.00840336134453781","0.265828908731312",NA
"DN","I4","-0.00840336134453781","0.265828908731312",NA
"DN","I5","0","0.268081696093435",NA
"DN","I6","0.0126582278481013","0.237468991143695",NA
"DP","I2_P","0","0.248328418900775",NA
"DP","I3_P","0","0.255638395988965",NA
"DP","I2_A","0","0.240925848035997",NA
"DP","I3_A","0","0.240925848035997",NA
"DP","I1","0","0.265828908731312",NA
"DP","I4","0","0.265828908731312",NA
"DP","I5","0","0.268081696093435",NA
"DP","I6","0","0.257629827044182",NA
"DQ","I2_P","0","0.248328418900775",NA
"DQ","I3_P","0","0.255638395988965",NA
"DQ","I2_A","0","0.240925848035997",NA
"DQ","I3_A","0","0.240925848035997",NA
"DQ","I1","-0.00203393459294546","0.353687615854401",NA
"DQ","I4","-0.00203393459294546","0.353687615854401",NA
"DQ","I5","0","0.268081696093435",NA
"DQ","I6","0","0.257629827044182",NA
"DR","I2_P","0","0.248328418900775",NA
"DR","I3_P","0","0.255638395988965",NA
"DR","I2_A","0","0.240925848035997",NA
"DR","I3_A","0","0.240925848035997",NA
"DR","I1","0","0.265828908731312",NA
"DR","I4","0","0.265828908731312",NA
"DR","I5","0","0.268081696093435",NA
"DR","I6","0","0.257629827044182",NA
"DS","I2_P","0","0.248328418900775",NA
"DS","I3_P","0","0.255638395988965",NA
"DS","I2_A","0","0.240925848035997",NA
"DS","I3_A","0","0.240925848035997",NA
"DS","I1","0","0.265828908731312",NA
"DS","I4","0","0.265828908731312",NA
"DS","I5","0","0.268081696093435",NA
"DS","I6","0","0.257629827044182",NA
"DT","I2_P","0","0.248328418900775",NA
"DT","I3_P","0","0.255638395988965",NA
"DT","I2_A","0","0.240925848035997",NA
"DT","I3_A","0","0.240925848035997",NA
"DT","I1","-0.00203393459294546","0.353687615854401",NA
"DT","I4","-0.00203393459294546","0.353687615854401",NA
"DT","I5","0","0.268081696093435",NA
"DT","I6","0","0.257629827044182",NA
"DV","I2_P","0","0.248328418900775",NA
