,AA,Int,CCplus_APCCvsPCC_asAPCC,CCplus_expected_asAPCC,CCplus_APCCvsPCC_asPCC,CCplus_expected_asPCC
1022,HI,I4,0,-0.002738009,0,-0.00308026
1023,HI,I5,0,-0.00154013,0,-0.00154013
1024,HI,I6,0,-0.00154013,-0.008547009,-0.00154013
1025,HK,I2_P,0,-0.002735279,0,0
1026,HK,I3_P,-0.013071895,-0.002700211,0,0
1027,HK,I2_A,0,-0.00173585,0,-0.00173585
1028,HK,I3_A,0,-0.00173585,0,-0.00173585
1029,HK,I1,0,-0.003085956,0.006369427,0.002897727
1030,HK,I4,0.016806723,0.013720767,0.006369427,0.002897727
1031,HK,I5,0,-0.00173585,0,-0.00173585
1032,HK,I6,0,-0.00173585,0,-0.00173585
1033,HL,I2_P,0,-0.005911139,0,0
1034,HL,I3_P,0.036363636,0.030528281,0,0
1035,HL,I2_A,0.00210222,0.004000638,-0.011982571,0.002784648
1036,HL,I3_A,-0.005649718,-0.0037513,-0.018518519,-0.0037513
1037,HL,I1,0,-0.006668978,-0.002033935,-0.001133173
1038,HL,I4,0,-0.006668978,-0.002033935,-0.001133173
1039,HL,I5,0.002177582,0.004795709,0.006410256,0.002658956
1040,HL,I6,0.016806723,0.013055423,0.006329114,0.002577814
1041,HM,I2_P,0,-0.000991309,0,0
1042,HM,I3_P,0,-0.0009786,0,0
1043,HM,I2_A,0,-0.0006291,0,-0.0006291
1044,HM,I3_A,0,-0.0006291,0,-0.0006291
1045,HM,I1,0,-0.0011184,0,-0.0012582
1046,HM,I4,0.016806723,0.015688323,0,-0.0012582
1047,HM,I5,0,-0.0006291,0,-0.0006291
1048,HM,I6,-0.006369427,-0.0006291,0,-0.0006291
1049,HN,I2_P,0,-0.001127155,0,0
1050,HN,I3_P,0,-0.001112704,0,0
1051,HN,I2_A,0,-0.00071531,0,-0.00071531
1052,HN,I3_A,0.007751938,0.007036628,0,-0.00071531
1053,HN,I1,-0.012903226,-0.001271662,0,-0.00143062
1054,HN,I4,0,-0.001271662,0,-0.00143062
1055,HN,I5,-0.006369427,-0.00071531,0,-0.00071531
1056,HN,I6,0,-0.00071531,0,-0.00071531
1057,HP,I2_P,0,-0.00013658,0,0
1058,HP,I3_P,0,-0.000134829,0,0
1059,HP,I2_A,0,-8.67E-05,0,-8.67E-05
1060,HP,I3_A,0,-8.67E-05,0,-8.67E-05
1061,HP,I1,0,-0.000154091,0,-0.000173352
1062,HP,I4,0,-0.000154091,0,-0.000173352
1063,HP,I5,0,-8.67E-05,0,-8.67E-05
1064,HP,I6,0,-8.67E-05,0,-8.67E-05
1065,HQ,I2_P,0,-0.002838081,0,0
1066,HQ,I3_P,0,-0.002801696,0,0
1067,HQ,I2_A,0,-0.00180109,0,-0.00180109
1068,HQ,I3_A,0,-0.00180109,0,-0.00180109
1069,HQ,I1,-0.008999729,0.013604785,0,-0.00360218
1070,HQ,I4,0,-0.003201938,0,-0.00360218
1071,HQ,I5,0.008547009,0.006745919,0,-0.00180109
1072,HQ,I6,0,-0.00180109,-0.008547009,-0.00180109
1073,HR,I2_P,0,-0.002632476,0,0
1074,HR,I3_P,0,-0.002598727,0,0
1075,HR,I2_A,0,-0.00167061,0,-0.00167061
1076,HR,I3_A,0,-0.00167061,0,-0.00167061
1077,HR,I1,0.016806723,0.013836749,0,-0.00334122
1078,HR,I4,0,-0.002969973,0,-0.00334122
1079,HR,I5,0,-0.00167061,0,-0.00167061
1080,HR,I6,0,-0.00167061,0,-0.00167061
1081,HS,I2_P,0,-0.001879816,0,0
1082,HS,I3_P,0,-0.001855716,0,0
1083,HS,I2_A,0,-0.00119296,0,-0.00119296
1084,HS,I3_A,0,-0.00119296,0,-0.00119296
1085,HS,I1,0,-0.002120818,0,-0.00238592
1086,HS,I4,0,-0.002120818,0,-0.00238592
1087,HS,I5,0.008547009,0.007354049,0.006410256,0.005217296
1088,HS,I6,0,-0.00119296,0,-0.00119296
1089,HT,I2_P,0,-0.001061068,0,0
1090,HT,I3_P,0,-0.001047464,0,0
1091,HT,I2_A,0,-0.00067337,0,-0.00067337
1092,HT,I3_A,0.007751938,0.007078568,0,-0.00067337
1093,HT,I1,0,-0.001197102,0,-0.00134674
1094,HT,I4,0,-0.001197102,0,-0.00134674
1095,HT,I5,0,-0.00067337,-0.008403361,-0.00067337
1096,HT,I6,0,-0.00067337,0,-0.00067337
1097,HV,I2_P,0,-0.001641167,0,0
1098,HV,I3_P,0,-0.001620127,0,0
1099,HV,I2_A,0.007751938,0.006710428,0,-0.00104151
1100,HV,I3_A,-0.005649718,-0.00104151,0,-0.00104151
1101,HV,I1,0,-0.001851573,0.006369427,0.004286407
1102,HV,I4,0,-0.001851573,0.006369427,0.004286407
1103,HV,I5,-0.006369427,-0.00104151,-0.008403361,-0.00104151
1104,HV,I6,0,-0.00104151,0,-0.00104151
1105,HW,I2_P,0,-0.00013658,0,0
1106,HW,I3_P,0,-0.000134829,0,0
1107,HW,I2_A,0,-8.67E-05,0,-8.67E-05
1108,HW,I3_A,0,-8.67E-05,0,-8.67E-05
1109,HW,I1,0,-0.000154091,0,-0.000173352
1110,HW,I4,0,-0.000154091,0,-0.000173352
1111,HW,I5,0,-8.67E-05,0,-8.67E-05
1112,HW,I6,0,-8.67E-05,0,-8.67E-05
1113,HY,I2_P,0,-0.000547056,0,0
1114,HY,I3_P,0,-0.000540042,0,0
1115,HY,I2_A,0,-0.00034717,0,-0.00034717
1116,HY,I3_A,0,-0.00034717,0,-0.00034717
1117,HY,I1,0,-0.000617191,0,-0.00069434
1118,HY,I4,0,-0.000617191,0,-0.00069434
1119,HY,I5,0,-0.00034717,0,-0.00034717
1120,HY,I6,0,-0.00034717,0,-0.00034717
1121,IA,I2_P,0,0,0,0
1122,IA,I3_P,0,0,0,0
1123,IA,I2_A,-0.016949153,-0.00559867,0,-0.00559867
1124,IA,I3_A,-0.028248588,-0.00559867,0.026143791,0.020545121
1125,IA,I1,0,0,0,0
1126,IA,I4,0,0,0,0
1127,IA,I5,0,-0.00559867,0.006410256,0.000811586
1128,IA,I6,0.008403361,0.002804691,-0.008871578,0.019717786
1129,IC,I2_P,0,0,0,0
1130,IC,I3_P,0,0,0,0
1131,IC,I2_A,0,-0.000492445,0.006535948,0.006043503
1132,IC,I3_A,0,-0.000492445,0,-0.000492445
1133,IC,I1,0,0,0,0
1134,IC,I4,0,0,0,0
1135,IC,I5,0,-0.000492445,0,-0.000492445
1136,IC,I6,0.016806723,0.016314278,0,-0.000492445
1137,ID,I2_P,0,0,0,0
1138,ID,I3_P,0,0,0,0
1139,ID,I2_A,0,-0.00301416,0,-0.00301416
1140,ID,I3_A,0.007751938,0.004737778,0,-0.00301416
1141,ID,I1,0,0,0,0
1142,ID,I4,0,0,0,0
1143,ID,I5,0,-0.00301416,0,-0.00301416
1144,ID,I6,0,-0.00301416,0,-0.00301416
1145,IE,I2_P,0,0,0,0
1146,IE,I3_P,0,0,0,0
1147,IE,I2_A,0,-0.0091879,-0.009259259,-0.0091879
1148,IE,I3_A,0.007751938,-0.001435962,-0.018518519,-0.0091879
1149,IE,I1,0,0,0,0
1150,IE,I4,0,0,0,0
1151,IE,I5,0,-0.0091879,0.006410256,-0.002777644
1152,IE,I6,0,-0.0091879,-0.008547009,-0.0091879
1153,IF,I2_P,0,0,0,0
1154,IF,I3_P,0,0,0,0
1155,IF,I2_A,0.007751938,0.005841648,0,-0.00191029
1156,IF,I3_A,0.00210222,0.005841648,0.006535948,0.004625658
1157,IF,I1,0,0,0,0
1158,IF,I4,0,0,0,0
1159,IF,I5,0,-0.00191029,0,-0.00191029
1160,IF,I6,0.018840657,0.023299794,0.006329114,0.004418824
1161,IG,I2_P,0,0,0,0
1162,IG,I3_P,0,0,0,0
1163,IG,I2_A,0,-0.00104438,0,-0.00104438
1164,IG,I3_A,0,-0.00104438,0,-0.00104438
1165,IG,I1,0,0,0,0
1166,IG,I4,0,0,0,0
1167,IG,I5,0,-0.00104438,0,-0.00104438
1168,IG,I6,0,-0.00104438,0,-0.00104438
1169,IH,I2_P,0,0,0,0
1170,IH,I3_P,0,0,0,0
1171,IH,I2_A,0,-0.00154013,0,-0.00154013
1172,IH,I3_A,0,-0.00154013,0,-0.00154013
1173,IH,I1,0,0,0,0
1174,IH,I4,0,0,0,0
1175,IH,I5,0,-0.00154013,0,-0.00154013
1176,IH,I6,0,-0.00154013,-0.008547009,-0.00154013
1177,II,I2_P,0.044896463,0.06664853,-0.055389546,0.056805028
1178,II,I3_P,-0.007961973,9.47E-05,-0.020584956,0.012551685
1179,II,I2_A,0,-0.00436921,-0.02124183,0.002166738
1180,II,I3_A,0,-0.00436921,-0.02124183,0.002166738
1181,II,I1,0.025210084,0.013981897,0.006369427,0.002000217
1182,II,I4,0.065165689,0.072805427,0.006369427,0.002000217
1183,II,I5,0.017094017,0.012724807,0.006410256,0.002041046
1184,II,I6,-0.013006476,0.020840874,-0.002217895,0.001959904
1185,IK,I2_P,0.018691589,0.010931849,0,0
1186,IK,I3_P,0,-0.007660256,0,0
1187,IK,I2_A,0,-0.00492445,0,-0.00492445
1188,IK,I3_A,0.023255814,0.018331364,-0.030501089,0.001611498
1189,IK,I1,-0.025806452,-0.008754578,-0.041749184,0.015628807
1190,IK,I4,0.016806723,0.008052145,-0.041749184,0.015628807
1191,IK,I5,0.017094017,0.012169567,0,-0.00492445
1192,IK,I6,0,-0.00492445,-0.017094017,-0.00492445
1193,IL,I2_P,-0.033595993,0.001922219,0,0
1194,IL,I3_P,0.088057041,0.110718349,0,0
1195,IL,I2_A,0.047037183,0.121140846,0.009259259,0.100469011
1196,IL,I3_A,-0.014846932,-0.002890162,0.016884532,0.015501691
1197,IL,I1,-0.012903226,-0.018919289,-0.027244019,-0.014914773
1198,IL,I4,-0.033507743,-0.002112566,-0.027244019,-0.014914773
1199,IL,I5,0.004355164,0.006451917,-0.012389571,0.002178413
1200,IL,I6,0.010437296,0.006164623,-0.010764903,-0.004312986
1201,IM,I2_P,-0.013071895,-0.002812255,0,0
1202,IM,I3_P,0.036363636,0.033587436,0,0
1203,IM,I2_A,0,-0.0017847,-0.009259259,-0.0017847
1204,IM,I3_A,0.007751938,0.005967238,-0.009259259,-0.0017847
1205,IM,I1,0.016806723,0.013633923,0,-0.0035694
1206,IM,I4,0,-0.0031728,0,-0.0035694
1207,IM,I5,0,-0.0017847,-0.008403361,-0.0017847
1208,IM,I6,0.008403361,0.006618661,0,-0.0017847
1209,IN,I2_P,-0.052287582,-0.003197638,0,0
1210,IN,I3_P,0,-0.003156642,0,0
1211,IN,I2_A,0,-0.00202927,0.006535948,0.004506678
1212,IN,I3_A,0.007751938,0.005722668,0,-0.00202927
1213,IN,I1,0.016806723,0.013199132,0,-0.00405854
1214,IN,I4,0,-0.003607591,0,-0.00405854
1215,IN,I5,-0.012738854,-0.00202927,0,-0.00202927
1216,IN,I6,0,-0.00202927,-0.008547009,-0.00202927
1217,IP,I2_P,0,-0.000387466,0,0
1218,IP,I3_P,0,-0.000382499,0,0
1219,IP,I2_A,0,-0.000245892,0,-0.000245892
1220,IP,I3_A,0,-0.000245892,0,-0.000245892
1221,IP,I1,0,-0.000437141,0,-0.000491784
1222,IP,I4,0,-0.000437141,0,-0.000491784
1223,IP,I5,0,-0.000245892,0,-0.000245892
1224,IP,I6,0,-0.000245892,0,-0.000245892
1225,IQ,I2_P,0.018691589,0.010640208,0,0
1226,IQ,I3_P,-0.013071895,-0.007948158,0,0
1227,IQ,I2_A,-0.005649718,-0.00510953,0,-0.00510953
1228,IQ,I3_A,-0.005649718,-0.00510953,0,-0.00510953
1229,IQ,I1,0,-0.009083609,0.006369427,-0.003849633
1230,IQ,I4,0,-0.009083609,0.006369427,-0.003849633
1231,IQ,I5,0,-0.00510953,0,-0.00510953
1232,IQ,I6,0,-0.00510953,0,-0.00510953
1233,IR,I2_P,0.024311282,0.029915079,0,0
1234,IR,I3_P,0,-0.007372353,0,0
1235,IR,I2_A,0.015503876,0.010764506,0,-0.00473937
1236,IR,I3_A,0.007751938,0.003012568,-0.009259259,-0.00473937
1237,IR,I1,-0.025806452,-0.008425547,-0.025210084,-0.00947874
1238,IR,I4,0,-0.008425547,-0.025210084,-0.00947874
1239,IR,I5,0.008547009,0.003807639,0,-0.00473937
1240,IR,I6,0.008403361,0.003663991,-0.008547009,-0.00473937
1241,IS,I2_P,-0.013071895,-0.005332868,0,0
1242,IS,I3_P,0,-0.005264498,0,0
1243,IS,I2_A,0.007751938,0.004367618,-0.009259259,-0.00338432
1244,IS,I3_A,0,-0.00338432,0,-0.00338432
1245,IS,I1,0,-0.006016569,0,-0.00676864
1246,IS,I4,0,-0.006016569,0,-0.00676864
1247,IS,I5,0,-0.00338432,-0.008403361,-0.00338432
1248,IS,I6,0,-0.00338432,-0.008547009,-0.00338432
1249,IT,I2_P,0,-0.003010154,0,0
1250,IT,I3_P,-0.026143791,-0.002971562,0,0
1251,IT,I2_A,-0.005649718,-0.00191029,0,-0.00191029
1252,IT,I3_A,-0.005649718,-0.00191029,0,-0.00191029
1253,IT,I1,0,-0.003396071,0,-0.00382058
1254,IT,I4,-0.012578616,-0.003396071,0,-0.00382058
1255,IT,I5,0,-0.00191029,-0.008403361,-0.00191029
1256,IT,I6,0.008403361,0.006493071,0.006329114,0.004418824
1257,IV,I2_P,0.024311282,0.032727334,0,0
1258,IV,I3_P,0.018181818,0.013585665,0,0
1259,IV,I2_A,0.009854158,0.012549206,0,-0.00295467
1260,IV,I3_A,-0.003547497,0.004797268,-0.002723312,0.003581278
1261,IV,I1,0,-0.005252747,-0.008403361,-0.00590934
1262,IV,I4,0.016806723,0.011553976,-0.008403361,-0.00590934
1263,IV,I5,-0.012738854,-0.00295467,-0.001993105,0.003455586
1264,IV,I6,0,-0.00295467,0,-0.00295467
1265,IW,I2_P,0,-0.000387466,0,0
1266,IW,I3_P,0,-0.000382499,0,0
1267,IW,I2_A,0,-0.000245892,0,-0.000245892
1268,IW,I3_A,0,-0.000245892,0,-0.000245892
1269,IW,I1,0,-0.000437141,0,-0.000491784
1270,IW,I4,0,-0.000437141,0,-0.000491784
1271,IW,I5,0,-0.000245892,0,-0.000245892
1272,IW,I6,0,-0.000245892,0,-0.000245892
1273,IY,I2_P,-0.013071895,-0.001551948,0,0
1274,IY,I3_P,0,-0.001532051,0,0
1275,IY,I2_A,-0.005649718,-0.00098489,-0.002723312,0.005551058
1276,IY,I3_A,0.007751938,0.006767048,0.006535948,0.005551058
1277,IY,I1,0,-0.001750916,0.006369427,0.004399647
1278,IY,I4,0,-0.001750916,0.006369427,0.004399647
1279,IY,I5,0,-0.00098489,0,-0.00098489
1280,IY,I6,0,-0.00098489,0,-0.00098489
1281,KA,I2_P,0,0,0,0
1282,KA,I3_P,0,0,0,0
1283,KA,I2_A,0.009854158,0.009193726,0,-0.00631015
1284,KA,I3_A,-0.011299435,-0.00631015,0.006535948,0.000225798
1285,KA,I1,0,0,0,0
1286,KA,I4,0,0,0,0
1287,KA,I5,0.0023409,0.027877884,0.012820513,0.006510363
1288,KA,I6,-0.006369427,-0.00631015,-0.008547009,-0.00631015
1289,KC,I2_P,0,0,0,0
1290,KC,I3_P,0,0,0,0
1291,KC,I2_A,0,-0.000555025,0,-0.000555025
1292,KC,I3_A,0,-0.000555025,0,-0.000555025
1293,KC,I1,0,0,0,0
1294,KC,I4,0,0,0,0
1295,KC,I5,0,-0.000555025,0,-0.000555025
1296,KC,I6,0,-0.000555025,0,-0.000555025
1297,KD,I2_P,0,0,0,0
1298,KD,I3_P,0,0,0,0
1299,KD,I2_A,0,-0.0033972,0.006535948,0.003138748
1300,KD,I3_A,0,-0.0033972,0,-0.0033972
1301,KD,I1,0,0,0,0
1302,KD,I4,0,0,0,0
1303,KD,I5,0,-0.0033972,0,-0.0033972
1304,KD,I6,0,-0.0033972,-0.008547009,-0.0033972
1305,KE,I2_P,0,0,0,0
1306,KE,I3_P,0,0,0,0
1307,KE,I2_A,0,-0.0103555,0,-0.0103555
1308,KE,I3_A,0,-0.0103555,0,-0.0103555
1309,KE,I1,0,0,0,0
1310,KE,I4,0,0,0,0
1311,KE,I5,0,-0.0103555,-0.008403361,-0.0103555
1312,KE,I6,0.008403361,-0.001952139,0,-0.0103555
1313,KF,I2_P,0,0,0,0
1314,KF,I3_P,0,0,0,0
1315,KF,I2_A,0,-0.00215305,0,-0.00215305
1316,KF,I3_A,-0.005649718,-0.00215305,0,-0.00215305
1317,KF,I1,0,0,0,0
1318,KF,I4,0,0,0,0
1319,KF,I5,0,-0.00215305,-0.018799828,0.004257206
1320,KF,I6,0,-0.00215305,0,-0.00215305
1321,KG,I2_P,0,0,0,0
1322,KG,I3_P,0,0,0,0
1323,KG,I2_A,0,-0.0011771,0,-0.0011771
1324,KG,I3_A,0,-0.0011771,0,-0.0011771
1325,KG,I1,0,0,0,0
1326,KG,I4,0,0,0,0
1327,KG,I5,0,-0.0011771,0,-0.0011771
1328,KG,I6,0,-0.0011771,0,-0.0011771
1329,KH,I2_P,0,0,0,0
1330,KH,I3_P,0,0,0,0
1331,KH,I2_A,0,-0.00173585,0,-0.00173585
1332,KH,I3_A,0,-0.00173585,0,-0.00173585
1333,KH,I1,0,0,0,0
1334,KH,I4,0,0,0,0
1335,KH,I5,0,-0.00173585,-0.001993105,0.004674406
1336,KH,I6,0,-0.00173585,0,-0.00173585
1337,KI,I2_P,0,0,0,0
1338,KI,I3_P,0,0,0,0
1339,KI,I2_A,0.023255814,0.018331364,-0.030501089,0.001611498
1340,KI,I3_A,0,-0.00492445,0,-0.00492445
1341,KI,I1,0,0,0,0
1342,KI,I4,0,0,0,0
1343,KI,I5,0.021449181,0.029263584,0.015244559,0.027126832
1344,KI,I6,0.004067869,0.011882273,-0.012982798,0.007733778
1345,KK,I2_P,0.018691589,-0.001484366,-0.028495951,-0.040980447
1346,KK,I3_P,-0.013071895,-0.020872417,0.037310232,-0.02955618
1347,KK,I2_A,0,-0.00555025,0,-0.00555025
1348,KK,I3_A,0,-0.00555025,0,-0.00555025
1349,KK,I1,-0.024451071,0.020402112,0.017074346,0.019927457
1350,KK,I4,-0.016753871,-0.004807972,0.017074346,0.019927457
1351,KK,I5,0.002177582,0.002996759,0,-0.00555025
1352,KK,I6,0.008403361,0.002853111,-0.008547009,-0.00555025
1353,KL,I2_P,-0.033595993,-0.000208835,0,0
1354,KL,I3_P,-0.013071895,-0.018658111,0,0
1355,KL,I2_A,0.00210222,-0.004242562,0.007625272,0.014149291
1356,KL,I3_A,-0.016949153,-0.0119945,0.023420479,0.020685239
1357,KL,I1,-0.012903226,-0.021323556,0.017074346,0.001488707
1358,KL,I4,0.021034829,0.01228989,0.017074346,0.001488707
1359,KL,I5,-0.036038979,-0.003447491,0.062540401,0.084159346
1360,KL,I6,-0.040785741,0.030022307,0.023098561,0.01965107
1361,KM,I2_P,0,-0.003169636,0,0
1362,KM,I3_P,0,-0.003129,0,0
1363,KM,I2_A,0,-0.0020115,0,-0.0020115
1364,KM,I3_A,0,-0.0020115,0,-0.0020115
1365,KM,I1,0,-0.003576,0,-0.004023
1366,KM,I4,-0.012578616,-0.003576,0,-0.004023
1367,KM,I5,0,-0.0020115,0,-0.0020115
1368,KM,I6,0,-0.0020115,0,-0.0020115
1369,KN,I2_P,0,-0.003603994,0,0
1370,KN,I3_P,0,-0.003557789,0,0
1371,KN,I2_A,0,-0.00228715,0,-0.00228715
1372,KN,I3_A,-0.005649718,-0.00228715,0.006535948,0.004248798
1373,KN,I1,0,-0.004066044,0,-0.0045743
1374,KN,I4,0,-0.004066044,0,-0.0045743
1375,KN,I5,-0.025477707,-0.00228715,0,-0.00228715
1376,KN,I6,-0.006369427,-0.00228715,0.006329114,0.004041964
1377,KP,I2_P,0,-0.000436705,0,0
1378,KP,I3_P,0,-0.000431107,0,0
1379,KP,I2_A,0,-0.00027714,0,-0.00027714
1380,KP,I3_A,0,-0.00027714,0,-0.00027714
1381,KP,I1,0,-0.000492693,0,-0.00055428
1382,KP,I4,0,-0.000492693,0,-0.00055428
1383,KP,I5,0,-0.00027714,0,-0.00027714
1384,KP,I6,0,-0.00027714,0,-0.00027714
1385,KQ,I2_P,0,-0.009074552,0,0
1386,KQ,I3_P,-0.013071895,-0.008958211,0,0
1387,KQ,I2_A,0,-0.00575885,-0.009259259,-0.00575885
1388,KQ,I3_A,0,-0.00575885,0,-0.00575885
1389,KQ,I1,-0.030902684,0.02337549,0.046887545,0.052176568
1390,KQ,I4,-0.050314465,-0.010237956,0.046887545,0.052176568
1391,KQ,I5,0,-0.00575885,0,-0.00575885
1392,KQ,I6,0.010437296,0.011047873,0.006329114,0.000570264
1393,KR,I2_P,0,-0.008417145,0,0
1394,KR,I3_P,0,-0.008309233,0,0
1395,KR,I2_A,0,-0.00534165,0,-0.00534165
1396,KR,I3_A,0,-0.00534165,0,-0.00534165
1397,KR,I1,0.037516942,0.040923901,-0.006101804,0.00842498
1398,KR,I4,0.016806723,0.007310456,-0.006101804,0.00842498
1399,KR,I5,-0.006369427,-0.00534165,-0.008403361,-0.00534165
1400,KR,I6,0,-0.00534165,-0.008547009,-0.00534165
1401,KS,I2_P,0,-0.00601057,0,0
1402,KS,I3_P,0,-0.005933511,0,0
1403,KS,I2_A,0,-0.0038144,0,-0.0038144
1404,KS,I3_A,0,-0.0038144,0,-0.0038144
1405,KS,I1,0.016806723,0.010025567,-0.008403361,-0.0076288
1406,KS,I4,0.016806723,0.010025567,-0.008403361,-0.0076288
1407,KS,I5,0,-0.0038144,0,-0.0038144
1408,KS,I6,0,-0.0038144,0,-0.0038144
1409,KT,I2_P,0,-0.003392685,0,0
1410,KT,I3_P,0,-0.003349189,0,0
1411,KT,I2_A,-0.003547497,0.005598888,0,-0.00215305
1412,KT,I3_A,0,-0.00215305,0,-0.00215305
1413,KT,I1,-0.012903226,-0.003827644,0.006369427,0.002063327
1414,KT,I4,-0.012578616,-0.003827644,0.006369427,0.002063327
1415,KT,I5,0.002177582,0.006393959,0,-0.00215305
1416,KT,I6,0,-0.00215305,-0.008547009,-0.00215305
1417,KV,I2_P,-0.007452202,0.01344408,0,0
1418,KV,I3_P,0,-0.005180233,0,0
1419,KV,I2_A,-0.003547497,0.004421788,0,-0.00333015
1420,KV,I3_A,0.00210222,0.004421788,0.006535948,0.003205798
1421,KV,I1,0,-0.005920267,0.004335492,0.006078554
1422,KV,I4,0.016806723,0.010886456,0.004335492,0.006078554
1423,KV,I5,-0.010561272,0.005216859,0.006410256,0.003080106
1424,KV,I6,0.002033935,0.005073211,0.037650114,0.059960989
1425,KW,I2_P,0,-0.000436705,0,0
1426,KW,I3_P,0,-0.000431107,0,0
1427,KW,I2_A,0,-0.00027714,0,-0.00027714
1428,KW,I3_A,0,-0.00027714,0,-0.00027714
1429,KW,I1,0,-0.000492693,0,-0.00055428
1430,KW,I4,0,-0.000492693,0,-0.00055428
1431,KW,I5,0,-0.00027714,0,-0.00027714
1432,KW,I6,0,-0.00027714,0,-0.00027714
1433,KY,I2_P,0,-0.00174917,0,0
1434,KY,I3_P,0,-0.001726744,0,0
1435,KY,I2_A,0,-0.00111005,0,-0.00111005
1436,KY,I3_A,0,-0.00111005,0,-0.00111005
1437,KY,I1,0,-0.001973422,0,-0.0022201
1438,KY,I4,0,-0.001973422,0,-0.0022201
1439,KY,I5,-0.012738854,-0.00111005,0.006410256,0.005300206
1440,KY,I6,0,-0.00111005,0,-0.00111005
1441,LA,I2_P,0,0,0,0
1442,LA,I3_P,0,0,0,0
1443,LA,I2_A,-0.001445277,0.001867176,0.036492375,0.032114934
1444,LA,I3_A,0.004204441,0.001867176,-0.005446623,-0.000564805
1445,LA,I1,0,0,0,0
1446,LA,I4,0,0,0,0
1447,LA,I5,0.025641026,0.012004326,0.006410256,-0.007226444
1448,LA,I6,-0.01910828,-0.0136367,-0.017094017,-0.0136367
1449,LC,I2_P,0,0,0,0
1450,LC,I3_P,0,0,0,0
1451,LC,I2_A,-0.005649718,-0.00119945,0.006535948,0.005336498
1452,LC,I3_A,0,-0.00119945,0,-0.00119945
1453,LC,I1,0,0,0,0
1454,LC,I4,0,0,0,0
1455,LC,I5,0,-0.00119945,-0.001993105,0.005210806
1456,LC,I6,-0.006369427,-0.00119945,0,-0.00119945
1457,LD,I2_P,0,0,0,0
1458,LD,I3_P,0,0,0,0
1459,LD,I2_A,-0.005649718,-0.0073416,0,-0.0073416
1460,LD,I3_A,0.007751938,0.000410338,-0.018518519,-0.0073416
1461,LD,I1,0,0,0,0
1462,LD,I4,0,0,0,0
1463,LD,I5,0,-0.0073416,0,-0.0073416
1464,LD,I6,0,-0.0073416,0,-0.0073416
1465,LE,I2_P,0,0,0,0
1466,LE,I3_P,0,0,0,0
1467,LE,I2_A,-0.005649718,-0.022379,-0.005446623,-0.009307105
1468,LE,I3_A,0.009854158,-0.006875124,-0.002723312,-0.015843052
1469,LE,I1,0,0,0,0
1470,LE,I4,0,0,0,0
1471,LE,I5,-0.006369427,-0.022379,0.006410256,-0.015968744
1472,LE,I6,-0.006369427,-0.022379,-0.010764903,-0.016049886
1473,LF,I2_P,0,0,0,0
1474,LF,I3_P,0,0,0,0
1475,LF,I2_A,0.009854158,0.010850976,0.006535948,0.001883048
1476,LF,I3_A,-0.005649718,-0.0046529,0.006535948,0.001883048
1477,LF,I1,0,0,0,0
1478,LF,I4,0,0,0,0
1479,LF,I5,-0.012738854,-0.0046529,0,-0.0046529
1480,LF,I6,0.002033935,0.003750461,0,-0.0046529
1481,LG,I2_P,0,0,0,0
1482,LG,I3_P,0,0,0,0
1483,LG,I2_A,0,-0.0025438,0,-0.0025438
1484,LG,I3_A,0,-0.0025438,0,-0.0025438
1485,LG,I1,0,0,0,0
1486,LG,I4,0,0,0,0
1487,LG,I5,0,-0.0025438,0,-0.0025438
1488,LG,I6,0,-0.0025438,0,-0.0025438
1489,LH,I2_P,0,0,0,0
1490,LH,I3_P,0,0,0,0
1491,LH,I2_A,-0.005649718,-0.0037513,-0.018518519,-0.0037513
1492,LH,I3_A,0.00210222,0.004000638,-0.011982571,0.002784648
1493,LH,I1,0,0,0,0
1494,LH,I4,0,0,0,0
1495,LH,I5,0.008547009,0.004795709,0,-0.0037513
1496,LH,I6,0,-0.0037513,0,-0.0037513
1497,LI,I2_P,0,0,0,0
1498,LI,I3_P,0,0,0,0
1499,LI,I2_A,-0.014846932,-0.002890162,0.016884532,0.015501691
1500,LI,I3_A,0.047037183,0.121140846,0.009259259,0.100469011
1501,LI,I1,0,0,0,0
1502,LI,I4,0,0,0,0
1503,LI,I5,0.008547009,-0.002095091,0.019230769,0.008588669
1504,LI,I6,0.016806723,0.006164623,0.010440333,0.008345242
1505,LK,I2_P,0,0,0,0
1506,LK,I3_P,0,0,0,0
1507,LK,I2_A,-0.016949153,-0.0119945,0.023420479,0.020685239
1508,LK,I3_A,0.00210222,-0.004242562,0.007625272,0.014149291
1509,LK,I1,0,0,0,0
1510,LK,I4,0,0,0,0
1511,LK,I5,0,-0.0119945,0.012820513,0.000826013
1512,LK,I6,-0.006369427,-0.0119945,-0.017094017,-0.0119945
1513,LL,I2_P,-0.098039216,-0.054574121,0.093283097,0.118329609
1514,LL,I3_P,-0.180213904,0.116788717,0.099022215,0.350235955
1515,LL,I2_A,-0.015766654,0.082606132,-0.010893246,0.000222791
1516,LL,I3_A,-0.015766654,0.082606132,-0.010893246,0.000222791
1517,LL,I1,0.009758742,0.001087029,-0.010437296,-0.019551573
1518,LL,I4,0.002166904,-0.007316332,-0.010437296,-0.019551573
1519,LL,I5,-0.023300125,-0.017373991,0.013251454,0.012540538
1520,LL,I6,-0.017341969,0.007692445,0.061073245,0.043699253
1521,LM,I2_P,0.037383178,0.030533359,0,0
