,AA,Int,CCplus_APCCvsPCC_asAPCC,CCplus_expected_asAPCC,CCplus_APCCvsPCC_asPCC,CCplus_expected_asPCC
501,ED,I1,0,0,0,0
502,ED,I4,0,0,0,0
503,ED,I5,0.008547009,0.002208609,0,-0.0063384
504,ED,I6,0,-0.0063384,0,-0.0063384
505,EE,I2_P,0,-0.044707455,-0.019834568,-0.127826816
506,EE,I3_P,0.009090909,-0.036825424,-0.034994425,-0.105292135
507,EE,I2_A,0.007751938,-0.011569062,0,-0.019321
508,EE,I3_A,0.007751938,-0.011569062,0,-0.019321
509,EE,I1,-0.012144213,0.026204863,0.023711395,0.038003841
510,EE,I4,-0.119496855,-0.032618667,0.023711395,0.038003841
511,EE,I5,0.008547009,-0.010773991,-0.016806723,-0.019321
512,EE,I6,0.008403361,-0.010917639,0,-0.019321
513,EF,I2_P,0,-0.006329976,0,0
514,EF,I3_P,0,-0.006248822,0,0
515,EF,I2_A,0,-0.0040171,0,-0.0040171
516,EF,I3_A,0,-0.0040171,0,-0.0040171
517,EF,I1,0,-0.007141511,0.006369427,-0.001664773
518,EF,I4,0.016806723,0.009665212,0.006369427,-0.001664773
519,EF,I5,0,-0.0040171,0,-0.0040171
520,EF,I6,0.002033935,0.004386261,0,-0.0040171
521,EG,I2_P,0,-0.003460679,0,0
522,EG,I3_P,0,-0.003416311,0,0
523,EG,I2_A,0,-0.0021962,0,-0.0021962
524,EG,I3_A,0.007751938,0.005555738,0,-0.0021962
525,EG,I1,0,-0.003904356,-0.008403361,-0.0043924
526,EG,I4,0.016806723,0.012902367,-0.008403361,-0.0043924
527,EG,I5,0,-0.0021962,0,-0.0021962
528,EG,I6,0,-0.0021962,0,-0.0021962
529,EH,I2_P,-0.013071895,-0.005103406,0,0
530,EH,I3_P,0,-0.005037978,0,0
531,EH,I2_A,0,-0.0032387,0,-0.0032387
532,EH,I3_A,0,-0.0032387,0,-0.0032387
533,EH,I1,0,-0.005757689,-0.018840657,-0.000107973
534,EH,I4,0,-0.005757689,-0.018840657,-0.000107973
535,EH,I5,0.008547009,0.005308309,0,-0.0032387
536,EH,I6,0,-0.0032387,0,-0.0032387
537,EI,I2_P,0.018691589,0.004213686,0,0
538,EI,I3_P,0,-0.014292289,0,0
539,EI,I2_A,0.007751938,-0.001435962,-0.018518519,-0.0091879
540,EI,I3_A,0,-0.0091879,-0.009259259,-0.0091879
541,EI,I1,0.003903497,0.000472678,-0.018840657,-0.012006373
542,EI,I4,0,-0.016334044,-0.018840657,-0.012006373
543,EI,I5,-0.01910828,-0.0091879,-0.027203189,-0.002777644
544,EI,I6,-0.012738854,-0.0091879,-0.02818349,0.02245767
545,EK,I2_P,0,-0.016317758,0,0
546,EK,I3_P,-0.013071895,-0.016108556,0,0
547,EK,I2_A,0,-0.0103555,0,-0.0103555
548,EK,I3_A,0,-0.0103555,0,-0.0103555
549,EK,I1,-0.047709406,-0.001603055,0.038484183,0.042983268
550,EK,I4,-0.037630146,0.03201039,0.038484183,0.042983268
551,EK,I5,0.004355164,0.006738517,-0.001993105,-0.003945244
552,EK,I6,-0.025477707,-0.0103555,0.025316456,0.014960956
553,EL,I2_P,0.018691589,-0.01657229,0,0
554,EL,I3_P,0.005109923,-0.01662996,0,0
555,EL,I2_A,0.009854158,-0.006875124,-0.002723312,-0.015843052
556,EL,I3_A,-0.005649718,-0.022379,-0.005446623,-0.009307105
557,EL,I1,0.003903497,-0.022978166,0.021409838,-0.006541439
558,EL,I4,-0.020929126,-0.022978166,0.021409838,-0.006541439
559,EL,I5,0.013065491,0.028903051,0.060978237,0.105826128
560,EL,I6,-0.034683937,0.044847891,0.031321,0.034583025
561,EM,I2_P,0,-0.005913818,0,0
562,EM,I3_P,-0.013071895,-0.005838,0,0
563,EM,I2_A,0,-0.003753,0,-0.003753
564,EM,I3_A,0,-0.003753,0,-0.003753
565,EM,I1,0,-0.006672,-0.012471231,0.005232854
566,EM,I4,0,-0.006672,-0.012471231,0.005232854
567,EM,I5,-0.012738854,-0.003753,0,-0.003753
568,EM,I6,0.008403361,0.004650361,-0.008547009,-0.003753
569,EN,I2_P,0.018691589,0.011967358,0,0
570,EN,I3_P,0,-0.006638022,0,0
571,EN,I2_A,0,-0.0042673,0,-0.0042673
572,EN,I3_A,-0.005649718,-0.0042673,-0.009259259,-0.0042673
573,EN,I1,-0.038709677,-0.007586311,0.012738854,0.004204254
574,EN,I4,0.016806723,0.009220412,0.012738854,0.004204254
575,EN,I5,-0.006369427,-0.0042673,0,-0.0042673
576,EN,I6,0,-0.0042673,0.050632911,0.046365611
577,EP,I2_P,0,-0.000814793,0,0
578,EP,I3_P,0,-0.000804347,0,0
579,EP,I2_A,0,-0.00051708,0,-0.00051708
580,EP,I3_A,0,-0.00051708,0,-0.00051708
581,EP,I1,0,-0.000919253,0,-0.00103416
582,EP,I4,0,-0.000919253,0,-0.00103416
583,EP,I5,0,-0.00051708,0,-0.00051708
584,EP,I6,0,-0.00051708,0,-0.00051708
585,EQ,I2_P,0,-0.016931042,0,0
586,EQ,I3_P,0,-0.016713978,0,0
587,EQ,I2_A,0,-0.0107447,0,-0.0107447
588,EQ,I3_A,0,-0.0107447,0,-0.0107447
589,EQ,I1,0.028517213,0.048125202,0.049189102,0.061313148
590,EQ,I4,0.008456213,0.014511756,0.049189102,0.061313148
591,EQ,I5,0.01072459,0.006349317,-0.001993105,-0.004334444
592,EQ,I6,-0.006369427,-0.0107447,0,-0.0107447
593,ER,I2_P,0,-0.015704473,0,0
594,ER,I3_P,0.036363636,0.020860503,0,0
595,ER,I2_A,0,-0.0099663,-0.009259259,-0.0099663
596,ER,I3_A,0.007751938,-0.002214362,0,-0.0099663
597,ER,I1,0.028517213,0.049509024,-0.008135738,0.005545107
598,ER,I4,0.071454997,0.066315747,-0.008135738,0.005545107
599,ER,I5,0.006532745,0.015674726,0,-0.0099663
600,ER,I6,0.008403361,-0.001562939,0.023098561,0.02167927
601,ES,I2_P,0,-0.011214352,0,0
602,ES,I3_P,0,-0.011070578,0,0
603,ES,I2_A,-0.005649718,-0.0071168,0,-0.0071168
604,ES,I3_A,-0.005649718,-0.0071168,0,-0.0071168
605,ES,I1,0.050420168,0.037768079,0.010704919,0.00487468
606,ES,I4,-0.012578616,-0.012652089,0.010704919,0.00487468
607,ES,I5,0.017094017,0.009977217,0,-0.0071168
608,ES,I6,0.002033935,0.001286561,-0.002217895,-0.000787686
609,ET,I2_P,0,-0.006329976,0,0
610,ET,I3_P,0,-0.006248822,0,0
611,ET,I2_A,0,-0.0040171,0,-0.0040171
612,ET,I3_A,0.007751938,0.003734838,0,-0.0040171
613,ET,I1,0.003903497,0.009665212,0.031847134,0.023812934
614,ET,I4,-0.025157233,-0.007141511,0.031847134,0.023812934
615,ET,I5,0.01072459,0.013076917,0.004417151,0.008803413
616,ET,I6,-0.017074346,0.004386261,-0.002217895,0.002312014
617,EV,I2_P,0,-0.009790655,0,0
618,EV,I3_P,0,-0.009665133,0,0
619,EV,I2_A,0,-0.0062133,0,-0.0062133
620,EV,I3_A,0.011956379,0.017042514,0.003812636,0.006858595
621,EV,I1,0.016806723,0.005760856,-0.025210084,-0.0124266
622,EV,I4,-0.012578616,-0.011045867,-0.025210084,-0.0124266
623,EV,I5,-0.033861397,0.010880717,-0.018799828,0.000196956
624,EV,I6,-0.002301558,0.010593423,0.03164557,0.02543227
625,EW,I2_P,0,-0.000814793,0,0
626,EW,I3_P,0,-0.000804347,0,0
627,EW,I2_A,0,-0.00051708,0,-0.00051708
628,EW,I3_A,0,-0.00051708,0,-0.00051708
629,EW,I1,0,-0.000919253,0,-0.00103416
630,EW,I4,0,-0.000919253,0,-0.00103416
631,EW,I5,0,-0.00051708,0,-0.00051708
632,EW,I6,0,-0.00051708,0,-0.00051708
633,EY,I2_P,0.018691589,0.015428037,0,0
634,EY,I3_P,-0.013071895,-0.003221711,0,0
635,EY,I2_A,0,-0.0020711,0,-0.0020711
636,EY,I3_A,0,-0.0020711,0,-0.0020711
637,EY,I1,0,-0.003681956,0,-0.0041422
638,EY,I4,0,-0.003681956,0,-0.0041422
639,EY,I5,0,-0.0020711,0,-0.0020711
640,EY,I6,-0.01910828,-0.0020711,0,-0.0020711
641,FA,I2_P,0,0,0,0
642,FA,I3_P,0,0,0,0
643,FA,I2_A,0,-0.00244783,0.006535948,0.004088118
644,FA,I3_A,0.017606096,0.020807984,-0.02124183,0.004088118
645,FA,I1,0,0,0,0
646,FA,I4,0,0,0,0
647,FA,I5,0,-0.00244783,0,-0.00244783
648,FA,I6,-0.006369427,-0.00244783,0,-0.00244783
649,FC,I2_P,0,0,0,0
650,FC,I3_P,0,0,0,0
651,FC,I2_A,0,-0.000215305,0,-0.000215305
652,FC,I3_A,0,-0.000215305,0,-0.000215305
653,FC,I1,0,0,0,0
654,FC,I4,0,0,0,0
655,FC,I5,0,-0.000215305,-0.008403361,-0.000215305
656,FC,I6,0.008403361,0.008188056,0,-0.000215305
657,FD,I2_P,0,0,0,0
658,FD,I3_P,0,0,0,0
659,FD,I2_A,0,-0.00131784,0,-0.00131784
660,FD,I3_A,0,-0.00131784,0,-0.00131784
661,FD,I1,0,0,0,0
662,FD,I4,0,0,0,0
663,FD,I5,0.008547009,0.007229169,0,-0.00131784
664,FD,I6,0,-0.00131784,0,-0.00131784
665,FE,I2_P,0,0,0,0
666,FE,I3_P,0,0,0,0
667,FE,I2_A,0,-0.0040171,0,-0.0040171
668,FE,I3_A,0,-0.0040171,0,-0.0040171
669,FE,I1,0,0,0,0
670,FE,I4,0,0,0,0
671,FE,I5,0,-0.0040171,-0.008403361,-0.0040171
672,FE,I6,-0.006369427,-0.0040171,0,-0.0040171
673,FF,I2_P,0,-0.006788347,0.020181023,-0.000967039
674,FF,I3_P,0.029827689,0.029291806,-0.025345227,-0.000810112
675,FF,I2_A,-0.005649718,-0.00083521,0.006535948,0.005700738
676,FF,I3_A,-0.005649718,-0.00083521,0.006535948,0.005700738
677,FF,I1,0.008403361,0.004449841,0,-0.00083521
678,FF,I4,-0.006289308,-0.00395352,0,-0.00083521
679,FF,I5,0,-0.00083521,0,-0.00083521
680,FF,I6,-0.006369427,-0.00083521,0.006329114,0.005493904
681,FG,I2_P,0,-0.000719522,0,0
682,FG,I3_P,0,-0.000710298,0,0
683,FG,I2_A,0,-0.00045662,0,-0.00045662
684,FG,I3_A,0,-0.00045662,0,-0.00045662
685,FG,I1,0,-0.000811769,0,-0.00091324
686,FG,I4,0,-0.000811769,0,-0.00091324
687,FG,I5,0.008547009,0.008090389,0,-0.00045662
688,FG,I6,0,-0.00045662,0,-0.00045662
689,FH,I2_P,0,-0.001061068,0,0
690,FH,I3_P,0,-0.001047464,0,0
691,FH,I2_A,0,-0.00067337,0,-0.00067337
692,FH,I3_A,0,-0.00067337,0,-0.00067337
693,FH,I1,0,-0.001197102,-0.002033935,0.005022687
694,FH,I4,-0.012578616,-0.001197102,-0.002033935,0.005022687
695,FH,I5,0,-0.00067337,0,-0.00067337
696,FH,I6,0,-0.00067337,-0.008547009,-0.00067337
697,FI,I2_P,0,-0.003010154,0,0
698,FI,I3_P,-0.026143791,-0.002971562,0,0
699,FI,I2_A,0.00210222,0.005841648,0.006535948,0.004625658
700,FI,I3_A,0.007751938,0.005841648,0,-0.00191029
701,FI,I1,0,-0.003396071,0,-0.00382058
702,FI,I4,0,-0.003396071,0,-0.00382058
703,FI,I5,0,-0.00191029,0,-0.00191029
704,FI,I6,0,-0.00191029,0.006329114,0.004418824
705,FK,I2_P,0.018691589,0.015298904,0,0
706,FK,I3_P,0,-0.003349189,0,0
707,FK,I2_A,-0.005649718,-0.00215305,0,-0.00215305
708,FK,I3_A,0,-0.00215305,0,-0.00215305
709,FK,I1,-0.012903226,-0.003827644,0.006369427,0.002063327
710,FK,I4,0,-0.003827644,0.006369427,0.002063327
711,FK,I5,0,-0.00215305,0,-0.00215305
712,FK,I6,-0.006369427,-0.00215305,0,-0.00215305
713,FL,I2_P,-0.013071895,-0.007331842,0,0
714,FL,I3_P,-0.013071895,-0.007237844,0,0
715,FL,I2_A,-0.005649718,-0.0046529,0.006535948,0.001883048
716,FL,I3_A,0.009854158,0.010850976,0.006535948,0.001883048
717,FL,I1,0.016806723,0.0085349,0,-0.0093058
718,FL,I4,0,-0.008271822,0,-0.0093058
719,FL,I5,0.008547009,0.003894109,-0.008403361,-0.0046529
720,FL,I6,0.002033935,0.003750461,0.006329114,0.001676214
721,FM,I2_P,0,-0.001229564,0,0
722,FM,I3_P,0,-0.0012138,0,0
723,FM,I2_A,0,-0.0007803,0,-0.0007803
724,FM,I3_A,0,-0.0007803,-0.009259259,-0.0007803
725,FM,I1,0,-0.0013872,0,-0.0015606
726,FM,I4,-0.012578616,-0.0013872,0,-0.0015606
727,FM,I5,0,-0.0007803,-0.008403361,-0.0007803
728,FM,I6,0,-0.0007803,0,-0.0007803
729,FN,I2_P,-0.039215686,-0.001398059,0,0
730,FN,I3_P,0,-0.001380136,0,0
731,FN,I2_A,0,-0.00088723,0,-0.00088723
732,FN,I3_A,-0.005649718,-0.00088723,0,-0.00088723
733,FN,I1,0,-0.001577298,0,-0.00177446
734,FN,I4,0,-0.001577298,0,-0.00177446
735,FN,I5,0,-0.00088723,0,-0.00088723
736,FN,I6,0,-0.00088723,0,-0.00088723
737,FP,I2_P,0,-0.000169407,0,0
738,FP,I3_P,0,-0.000167235,0,0
739,FP,I2_A,0,-0.000107508,0,-0.000107508
740,FP,I3_A,0,-0.000107508,0,-0.000107508
741,FP,I1,0,-0.000191125,0,-0.000215016
742,FP,I4,0,-0.000191125,0,-0.000215016
743,FP,I5,0,-0.000107508,0,-0.000107508
744,FP,I6,0,-0.000107508,0,-0.000107508
745,FQ,I2_P,0,-0.003520195,0,0
746,FQ,I3_P,0.018181818,0.014706754,0,0
747,FQ,I2_A,0,-0.00223397,0,-0.00223397
748,FQ,I3_A,0,-0.00223397,-0.009259259,-0.00223397
749,FQ,I1,0,-0.003971502,0.006369427,0.001901487
750,FQ,I4,0,-0.003971502,0.006369427,0.001901487
751,FQ,I5,0.008547009,0.006313039,0,-0.00223397
752,FQ,I6,0,-0.00223397,0,-0.00223397
753,FR,I2_P,0,-0.003265175,0,0
754,FR,I3_P,0,-0.003223313,0,0
755,FR,I2_A,0,-0.00207213,0,-0.00207213
756,FR,I3_A,0,-0.00207213,0,-0.00207213
757,FR,I1,0,-0.003683787,0.006369427,0.002225167
758,FR,I4,-0.012578616,-0.003683787,0.006369427,0.002225167
759,FR,I5,0,-0.00207213,0,-0.00207213
760,FR,I6,0,-0.00207213,0,-0.00207213
761,FS,I2_P,0,-0.002331617,0,0
762,FS,I3_P,0.018181818,0.015880094,0,0
763,FS,I2_A,0,-0.00147968,0,-0.00147968
764,FS,I3_A,0.007751938,0.006272258,-0.009259259,-0.00147968
765,FS,I1,0.016806723,0.01417618,0,-0.00295936
766,FS,I4,0,-0.002630542,0,-0.00295936
767,FS,I5,0,-0.00147968,0,-0.00147968
768,FS,I6,0,-0.00147968,-0.002217895,0.004849434
769,FT,I2_P,0,-0.001316088,0,0
770,FT,I3_P,0,-0.001299216,0,0
771,FT,I2_A,0,-0.00083521,0,-0.00083521
772,FT,I3_A,0,-0.00083521,0,-0.00083521
773,FT,I1,0,-0.001484818,-0.002033935,0.004699007
774,FT,I4,0,-0.001484818,-0.002033935,0.004699007
775,FT,I5,0,-0.00083521,0,-0.00083521
776,FT,I6,0,-0.00083521,0,-0.00083521
777,FV,I2_P,-0.013071895,-0.002035611,0,0
778,FV,I3_P,0.018181818,0.016172305,0,0
779,FV,I2_A,0,-0.00129183,-0.002723312,0.005244118
780,FV,I3_A,-0.005649718,-0.00129183,0,-0.00129183
781,FV,I1,0.016806723,0.014510136,0,-0.00258366
782,FV,I4,0.016806723,0.014510136,0,-0.00258366
783,FV,I5,-0.006369427,-0.00129183,0,-0.00129183
784,FV,I6,0,-0.00129183,0.006329114,0.005037284
785,FW,I2_P,0,-0.000169407,0,0
786,FW,I3_P,0,-0.000167235,0,0
787,FW,I2_A,0,-0.000107508,0,-0.000107508
788,FW,I3_A,0,-0.000107508,0,-0.000107508
789,FW,I1,0,-0.000191125,0,-0.000215016
790,FW,I4,0,-0.000191125,0,-0.000215016
791,FW,I5,0,-0.000107508,0,-0.000107508
792,FW,I6,0,-0.000107508,0,-0.000107508
793,FY,I2_P,0,-0.000678537,0,0
794,FY,I3_P,0,-0.000669838,0,0
795,FY,I2_A,0,-0.00043061,0,-0.00043061
796,FY,I3_A,0,-0.00043061,0.006535948,0.006105338
797,FY,I1,0,-0.000765529,0,-0.00086122
798,FY,I4,0,-0.000765529,0,-0.00086122
799,FY,I5,0,-0.00043061,0.006410256,0.005979646
800,FY,I6,0,-0.00043061,0,-0.00043061
801,GA,I2_P,0,0,0,0
802,GA,I3_P,0,0,0,0
803,GA,I2_A,0,-0.00133826,0,-0.00133826
804,GA,I3_A,0,-0.00133826,0,-0.00133826
805,GA,I1,0,0,0,0
806,GA,I4,0,0,0,0
807,GA,I5,0,-0.00133826,-0.008403361,-0.00133826
808,GA,I6,0,-0.00133826,0,-0.00133826
809,GC,I2_P,0,0,0,0
810,GC,I3_P,0,0,0,0
811,GC,I2_A,0,-0.00011771,0,-0.00011771
812,GC,I3_A,0,-0.00011771,0,-0.00011771
813,GC,I1,0,0,0,0
814,GC,I4,0,0,0,0
815,GC,I5,0,-0.00011771,0,-0.00011771
816,GC,I6,0,-0.00011771,0,-0.00011771
817,GD,I2_P,0,0,0,0
818,GD,I3_P,0,0,0,0
819,GD,I2_A,0,-0.00072048,0,-0.00072048
820,GD,I3_A,0,-0.00072048,0,-0.00072048
821,GD,I1,0,0,0,0
822,GD,I4,0,0,0,0
823,GD,I5,0,-0.00072048,0,-0.00072048
824,GD,I6,0,-0.00072048,0,-0.00072048
825,GE,I2_P,0,0,0,0
826,GE,I3_P,0,0,0,0
827,GE,I2_A,0.007751938,0.005555738,0,-0.0021962
828,GE,I3_A,0,-0.0021962,0,-0.0021962
829,GE,I1,0,0,0,0
830,GE,I4,0,0,0,0
831,GE,I5,0.008547009,0.006350809,0,-0.0021962
832,GE,I6,0.008403361,0.006207161,0,-0.0021962
833,GF,I2_P,0,0,0,0
834,GF,I3_P,0,0,0,0
835,GF,I2_A,0,-0.00045662,0,-0.00045662
836,GF,I3_A,0,-0.00045662,0,-0.00045662
837,GF,I1,0,0,0,0
838,GF,I4,0,0,0,0
839,GF,I5,-0.006369427,-0.00045662,0,-0.00045662
840,GF,I6,0,-0.00045662,0,-0.00045662
841,GG,I2_P,0,-0.003548201,-0.007751938,-0.0158
842,GG,I3_P,0,-0.003705276,0,-0.0158
843,GG,I2_A,0,-0.00024964,0,-0.00024964
844,GG,I3_A,0,-0.00024964,0,-0.00024964
845,GG,I1,0.008403361,0.006425904,0,-0.00024964
846,GG,I4,0,-0.001977458,0,-0.00024964
847,GG,I5,0,-0.00024964,0,-0.00024964
848,GG,I6,0,-0.00024964,0,-0.00024964
849,GH,I2_P,0,-0.000580099,0,0
850,GH,I3_P,0,-0.000572662,0,0
851,GH,I2_A,0,-0.00036814,0,-0.00036814
852,GH,I3_A,0,-0.00036814,0,-0.00036814
853,GH,I1,0,-0.000654471,0,-0.00073628
854,GH,I4,0,-0.000654471,0,-0.00073628
855,GH,I5,0,-0.00036814,0,-0.00036814
856,GH,I6,0,-0.00036814,0,-0.00036814
857,GI,I2_P,0,-0.00164569,0,0
858,GI,I3_P,0,-0.001624591,0,0
859,GI,I2_A,0,-0.00104438,0,-0.00104438
860,GI,I3_A,0,-0.00104438,0,-0.00104438
861,GI,I1,0.016806723,0.014950047,0,-0.00208876
862,GI,I4,0,-0.001856676,0,-0.00208876
863,GI,I5,-0.006369427,-0.00104438,-0.001993105,0.005365876
864,GI,I6,0,-0.00104438,0,-0.00104438
865,GK,I2_P,0,-0.001854824,0,0
866,GK,I3_P,0,-0.001831044,0,0
867,GK,I2_A,0,-0.0011771,0,-0.0011771
868,GK,I3_A,0,-0.0011771,0,-0.0011771
869,GK,I1,0,-0.002092622,0,-0.0023542
870,GK,I4,0,-0.002092622,0,-0.0023542
871,GK,I5,0.008547009,0.007369909,0,-0.0011771
872,GK,I6,0,-0.0011771,0,-0.0011771
873,GL,I2_P,0.018691589,0.014683177,0,0
874,GL,I3_P,0,-0.003957022,0,0
875,GL,I2_A,0,-0.0025438,0,-0.0025438
876,GL,I3_A,0,-0.0025438,0,-0.0025438
877,GL,I1,-0.012903226,-0.004522311,-0.012471231,0.007651254
878,GL,I4,0,-0.004522311,-0.012471231,0.007651254
879,GL,I5,0,-0.0025438,-0.001993105,0.003866456
880,GL,I6,0,-0.0025438,0,-0.0025438
881,GM,I2_P,0,-0.000672218,0,0
882,GM,I3_P,0,-0.0006636,0,0
883,GM,I2_A,0,-0.0004266,0,-0.0004266
884,GM,I3_A,0,-0.0004266,0,-0.0004266
885,GM,I1,0,-0.0007584,0,-0.0008532
886,GM,I4,0,-0.0007584,0,-0.0008532
887,GM,I5,0,-0.0004266,0,-0.0004266
888,GM,I6,0,-0.0004266,0,-0.0004266
889,GN,I2_P,0,-0.000764337,0,0
890,GN,I3_P,0,-0.000754538,0,0
891,GN,I2_A,0,-0.00048506,0,-0.00048506
892,GN,I3_A,0,-0.00048506,0,-0.00048506
893,GN,I1,0,-0.000862329,0,-0.00097012
894,GN,I4,0,-0.000862329,0,-0.00097012
895,GN,I5,0,-0.00048506,0,-0.00048506
896,GN,I6,0,-0.00048506,0,-0.00048506
897,GP,I2_P,0,-9.26E-05,0,0
898,GP,I3_P,0,-9.14E-05,0,0
899,GP,I2_A,0,-5.88E-05,0,-5.88E-05
900,GP,I3_A,0,-5.88E-05,0,-5.88E-05
901,GP,I1,0,-0.000104491,0,-0.000117552
902,GP,I4,0,-0.000104491,0,-0.000117552
903,GP,I5,0,-5.88E-05,0,-5.88E-05
904,GP,I6,0,-5.88E-05,0,-5.88E-05
905,GQ,I2_P,0,-0.001924536,0,0
906,GQ,I3_P,0,-0.001899862,0,0
907,GQ,I2_A,0,-0.00122134,0,-0.00122134
908,GQ,I3_A,0,-0.00122134,0,-0.00122134
909,GQ,I1,0,-0.002171271,0,-0.00244268
910,GQ,I4,0,-0.002171271,0,-0.00244268
911,GQ,I5,0,-0.00122134,0,-0.00122134
912,GQ,I6,0,-0.00122134,0,-0.00122134
913,GR,I2_P,0,-0.001785113,0,0
914,GR,I3_P,0,-0.001762227,0,0
915,GR,I2_A,0,-0.00113286,0,-0.00113286
916,GR,I3_A,0,-0.00113286,0,-0.00113286
917,GR,I1,0,-0.002013973,0,-0.00226572
918,GR,I4,0,-0.002013973,0,-0.00226572
919,GR,I5,0,-0.00113286,0,-0.00113286
920,GR,I6,0,-0.00113286,0,-0.00113286
921,GS,I2_P,0,-0.001274725,0,0
922,GS,I3_P,0,-0.001258382,0,0
923,GS,I2_A,0,-0.00080896,0,-0.00080896
924,GS,I3_A,0,-0.00080896,0,-0.00080896
925,GS,I1,0,-0.001438151,0,-0.00161792
926,GS,I4,0,-0.001438151,0,-0.00161792
927,GS,I5,0,-0.00080896,0,-0.00080896
928,GS,I6,0,-0.00080896,0,-0.00080896
929,GT,I2_P,0,-0.000719522,0,0
930,GT,I3_P,0,-0.000710298,0,0
931,GT,I2_A,0,-0.00045662,0,-0.00045662
932,GT,I3_A,0,-0.00045662,0,-0.00045662
933,GT,I1,0,-0.000811769,0,-0.00091324
934,GT,I4,0,-0.000811769,0,-0.00091324
935,GT,I5,0,-0.00045662,0,-0.00045662
936,GT,I6,0,-0.00045662,0,-0.00045662
937,GV,I2_P,0,-0.001112895,0,0
938,GV,I3_P,0,-0.001098627,0,0
939,GV,I2_A,0,-0.00070626,0,-0.00070626
940,GV,I3_A,0,-0.00070626,0,-0.00070626
941,GV,I1,0,-0.001255573,0,-0.00141252
942,GV,I4,0,-0.001255573,0,-0.00141252
943,GV,I5,0,-0.00070626,0,-0.00070626
944,GV,I6,0,-0.00070626,-0.008547009,-0.00070626
945,GW,I2_P,0,-9.26E-05,0,0
946,GW,I3_P,0,-9.14E-05,0,0
947,GW,I2_A,0,-5.88E-05,0,-5.88E-05
948,GW,I3_A,0,-5.88E-05,0,-5.88E-05
949,GW,I1,0,-0.000104491,0,-0.000117552
950,GW,I4,0,-0.000104491,0,-0.000117552
951,GW,I5,0,-5.88E-05,0,-5.88E-05
952,GW,I6,0,-5.88E-05,0,-5.88E-05
953,GY,I2_P,0,-0.000370965,0,0
954,GY,I3_P,0,-0.000366209,0,0
955,GY,I2_A,0,-0.00023542,0,-0.00023542
956,GY,I3_A,0,-0.00023542,0,-0.00023542
957,GY,I1,0,-0.000418524,0,-0.00047084
958,GY,I4,0,-0.000418524,0,-0.00047084
959,GY,I5,0.008547009,0.008311589,0,-0.00023542
960,GY,I6,0,-0.00023542,0,-0.00023542
961,HA,I2_P,0,0,0,0
962,HA,I3_P,0,0,0,0
963,HA,I2_A,0,-0.00197351,0,-0.00197351
964,HA,I3_A,0,-0.00197351,0.006535948,0.004562438
965,HA,I1,0,0,0,0
966,HA,I4,0,0,0,0
967,HA,I5,0,-0.00197351,-0.008403361,-0.00197351
968,HA,I6,0,-0.00197351,0,-0.00197351
969,HC,I2_P,0,0,0,0
970,HC,I3_P,0,0,0,0
971,HC,I2_A,0.015503876,0.015330291,0,-0.000173585
972,HC,I3_A,0,-0.000173585,0,-0.000173585
973,HC,I1,0,0,0,0
974,HC,I4,0,0,0,0
975,HC,I5,0,-0.000173585,0,-0.000173585
976,HC,I6,0,-0.000173585,0,-0.000173585
977,HD,I2_P,0,0,0,0
978,HD,I3_P,0,0,0,0
979,HD,I2_A,0,-0.00106248,0,-0.00106248
980,HD,I3_A,0,-0.00106248,0,-0.00106248
981,HD,I1,0,0,0,0
982,HD,I4,0,0,0,0
983,HD,I5,0,-0.00106248,0,-0.00106248
984,HD,I6,0,-0.00106248,0,-0.00106248
985,HE,I2_P,0,0,0,0
986,HE,I3_P,0,0,0,0
987,HE,I2_A,0,-0.0032387,0,-0.0032387
988,HE,I3_A,0,-0.0032387,0,-0.0032387
989,HE,I1,0,0,0,0
990,HE,I4,0,0,0,0
991,HE,I5,-0.006369427,-0.0032387,0,-0.0032387
992,HE,I6,0,-0.0032387,0,-0.0032387
993,HF,I2_P,0,0,0,0
994,HF,I3_P,0,0,0,0
995,HF,I2_A,0,-0.00067337,0,-0.00067337
996,HF,I3_A,0,-0.00067337,0,-0.00067337
997,HF,I1,0,0,0,0
998,HF,I4,0,0,0,0
999,HF,I5,0,-0.00067337,0.006410256,0.005736886
1000,HF,I6,0,-0.00067337,0,-0.00067337
1001,HG,I2_P,0,0,0,0
1002,HG,I3_P,0,0,0,0
1003,HG,I2_A,0,-0.00036814,0,-0.00036814
1004,HG,I3_A,0,-0.00036814,0,-0.00036814
1005,HG,I1,0,0,0,0
1006,HG,I4,0,0,0,0
1007,HG,I5,0,-0.00036814,0,-0.00036814
1008,HG,I6,0,-0.00036814,0,-0.00036814
1009,HH,I2_P,0,-0.005370156,-0.02542116,-0.017713408
1010,HH,I3_P,0,-0.005600026,-0.004031221,-0.012064045
1011,HH,I2_A,0,-0.00054289,0,-0.00054289
1012,HH,I3_A,0,-0.00054289,0,-0.00054289
1013,HH,I1,0.008403361,0.005331904,0,-0.00054289
1014,HH,I4,0,-0.003071458,0,-0.00054289
1015,HH,I5,0,-0.00054289,0.006410256,0.005867366
1016,HH,I6,0,-0.00054289,0,-0.00054289
1017,HI,I2_P,0,-0.002426872,0,0
1018,HI,I3_P,0,-0.002395758,0,0
1019,HI,I2_A,0,-0.00154013,0,-0.00154013
1020,HI,I3_A,0,-0.00154013,0,-0.00154013
1021,HI,I1,0,-0.002738009,0,-0.00308026
