,AA,Int,CCplus_APCC_asAPCC,CCplus_PCC_asAPCC,CCplus_APCC_asPCC,CCplus_PCC_asPCC
683,FG,I2_A,0,0,0,0
684,FG,I3_A,0,0,0,0
685,FG,I1,0,0,0,0
686,FG,I4,0,0,0,0
687,FG,I5,0.008547009,0,0,0
688,FG,I6,0,0,0,0
689,FH,I2_P,0,0,0,0
690,FH,I3_P,0,0,0,0
691,FH,I2_A,0,0,0,0
692,FH,I3_A,0,0,0,0
693,FH,I1,0,0,0.008403361,0.006369427
694,FH,I4,0,0.012578616,0.008403361,0.006369427
695,FH,I5,0,0,0,0
696,FH,I6,0,0,0.008547009,0
697,FI,I2_P,0,0,0,0
698,FI,I3_P,0,0.026143791,0,0
699,FI,I2_A,0.007751938,0.005649718,0,0.006535948
700,FI,I3_A,0.007751938,0,0,0
701,FI,I1,0,0,0,0
702,FI,I4,0,0,0,0
703,FI,I5,0,0,0,0
704,FI,I6,0,0,0,0.006329114
705,FK,I2_P,0.018691589,0,0,0
706,FK,I3_P,0,0,0,0
707,FK,I2_A,0,0.005649718,0,0
708,FK,I3_A,0,0,0,0
709,FK,I1,0,0.012903226,0,0.006369427
710,FK,I4,0,0,0,0.006369427
711,FK,I5,0,0,0,0
712,FK,I6,0,0.006369427,0,0
713,FL,I2_P,0,0.013071895,0,0
714,FL,I3_P,0,0.013071895,0,0
715,FL,I2_A,0,0.005649718,0,0.006535948
716,FL,I3_A,0.015503876,0.005649718,0,0.006535948
717,FL,I1,0.016806723,0,0,0
718,FL,I4,0,0,0,0
719,FL,I5,0.008547009,0,0.008403361,0
720,FL,I6,0.008403361,0.006369427,0,0.006329114
721,FM,I2_P,0,0,0,0
722,FM,I3_P,0,0,0,0
723,FM,I2_A,0,0,0,0
724,FM,I3_A,0,0,0.009259259,0
725,FM,I1,0,0,0,0
726,FM,I4,0,0.012578616,0,0
727,FM,I5,0,0,0.008403361,0
728,FM,I6,0,0,0,0
729,FN,I2_P,0,0.039215686,0,0
730,FN,I3_P,0,0,0,0
731,FN,I2_A,0,0,0,0
732,FN,I3_A,0,0.005649718,0,0
733,FN,I1,0,0,0,0
734,FN,I4,0,0,0,0
735,FN,I5,0,0,0,0
736,FN,I6,0,0,0,0
737,FP,I2_P,0,0,0,0
738,FP,I3_P,0,0,0,0
739,FP,I2_A,0,0,0,0
740,FP,I3_A,0,0,0,0
741,FP,I1,0,0,0,0
742,FP,I4,0,0,0,0
743,FP,I5,0,0,0,0
744,FP,I6,0,0,0,0
745,FQ,I2_P,0,0,0,0
746,FQ,I3_P,0.018181818,0,0,0
747,FQ,I2_A,0,0,0,0
748,FQ,I3_A,0,0,0.009259259,0
749,FQ,I1,0,0,0,0.006369427
750,FQ,I4,0,0,0,0.006369427
751,FQ,I5,0.008547009,0,0,0
752,FQ,I6,0,0,0,0
753,FR,I2_P,0,0,0,0
754,FR,I3_P,0,0,0,0
755,FR,I2_A,0,0,0,0
756,FR,I3_A,0,0,0,0
757,FR,I1,0,0,0,0.006369427
758,FR,I4,0,0.012578616,0,0.006369427
759,FR,I5,0,0,0,0
760,FR,I6,0,0,0,0
761,FS,I2_P,0,0,0,0
762,FS,I3_P,0.018181818,0,0,0
763,FS,I2_A,0,0,0,0
764,FS,I3_A,0.007751938,0,0.009259259,0
765,FS,I1,0.016806723,0,0,0
766,FS,I4,0,0,0,0
767,FS,I5,0,0,0,0
768,FS,I6,0,0,0.008547009,0.006329114
769,FT,I2_P,0,0,0,0
770,FT,I3_P,0,0,0,0
771,FT,I2_A,0,0,0,0
772,FT,I3_A,0,0,0,0
773,FT,I1,0,0,0.008403361,0.006369427
774,FT,I4,0,0,0.008403361,0.006369427
775,FT,I5,0,0,0,0
776,FT,I6,0,0,0,0
777,FV,I2_P,0,0.013071895,0,0
778,FV,I3_P,0.018181818,0,0,0
779,FV,I2_A,0,0,0.009259259,0.006535948
780,FV,I3_A,0,0.005649718,0,0
781,FV,I1,0.016806723,0,0,0
782,FV,I4,0.016806723,0,0,0
783,FV,I5,0,0.006369427,0,0
784,FV,I6,0,0,0,0.006329114
785,FW,I2_P,0,0,0,0
786,FW,I3_P,0,0,0,0
787,FW,I2_A,0,0,0,0
788,FW,I3_A,0,0,0,0
789,FW,I1,0,0,0,0
790,FW,I4,0,0,0,0
791,FW,I5,0,0,0,0
792,FW,I6,0,0,0,0
793,FY,I2_P,0,0,0,0
794,FY,I3_P,0,0,0,0
795,FY,I2_A,0,0,0,0
796,FY,I3_A,0,0,0,0.006535948
797,FY,I1,0,0,0,0
798,FY,I4,0,0,0,0
799,FY,I5,0,0,0,0.006410256
800,FY,I6,0,0,0,0
801,GA,I2_P,0,0,0,0
802,GA,I3_P,0,0,0,0
803,GA,I2_A,0,0,0,0
804,GA,I3_A,0,0,0,0
805,GA,I1,0,0,0,0
806,GA,I4,0,0,0,0
807,GA,I5,0,0,0.008403361,0
808,GA,I6,0,0,0,0
809,GC,I2_P,0,0,0,0
810,GC,I3_P,0,0,0,0
811,GC,I2_A,0,0,0,0
812,GC,I3_A,0,0,0,0
813,GC,I1,0,0,0,0
814,GC,I4,0,0,0,0
815,GC,I5,0,0,0,0
816,GC,I6,0,0,0,0
817,GD,I2_P,0,0,0,0
818,GD,I3_P,0,0,0,0
819,GD,I2_A,0,0,0,0
820,GD,I3_A,0,0,0,0
821,GD,I1,0,0,0,0
822,GD,I4,0,0,0,0
823,GD,I5,0,0,0,0
824,GD,I6,0,0,0,0
825,GE,I2_P,0,0,0,0
826,GE,I3_P,0,0,0,0
827,GE,I2_A,0.007751938,0,0,0
828,GE,I3_A,0,0,0,0
829,GE,I1,0,0,0,0
830,GE,I4,0,0,0,0
831,GE,I5,0.008547009,0,0,0
832,GE,I6,0.008403361,0,0,0
833,GF,I2_P,0,0,0,0
834,GF,I3_P,0,0,0,0
835,GF,I2_A,0,0,0,0
836,GF,I3_A,0,0,0,0
837,GF,I1,0,0,0,0
838,GF,I4,0,0,0,0
839,GF,I5,0,0.006369427,0,0
840,GF,I6,0,0,0,0
841,GG,I2_P,0,0,0.007751938,0
842,GG,I3_P,0,0,0,0
843,GG,I2_A,0,0,0,0
844,GG,I3_A,0,0,0,0
845,GG,I1,0.008403361,0,0,0
846,GG,I4,0,0,0,0
847,GG,I5,0,0,0,0
848,GG,I6,0,0,0,0
849,GH,I2_P,0,0,0,0
850,GH,I3_P,0,0,0,0
851,GH,I2_A,0,0,0,0
852,GH,I3_A,0,0,0,0
853,GH,I1,0,0,0,0
854,GH,I4,0,0,0,0
855,GH,I5,0,0,0,0
856,GH,I6,0,0,0,0
857,GI,I2_P,0,0,0,0
858,GI,I3_P,0,0,0,0
859,GI,I2_A,0,0,0,0
860,GI,I3_A,0,0,0,0
861,GI,I1,0.016806723,0,0,0
862,GI,I4,0,0,0,0
863,GI,I5,0,0.006369427,0.008403361,0.006410256
864,GI,I6,0,0,0,0
865,GK,I2_P,0,0,0,0
866,GK,I3_P,0,0,0,0
867,GK,I2_A,0,0,0,0
868,GK,I3_A,0,0,0,0
869,GK,I1,0,0,0,0
870,GK,I4,0,0,0,0
871,GK,I5,0.008547009,0,0,0
872,GK,I6,0,0,0,0
873,GL,I2_P,0.018691589,0,0,0
874,GL,I3_P,0,0,0,0
875,GL,I2_A,0,0,0,0
876,GL,I3_A,0,0,0,0
877,GL,I1,0,0.012903226,0.025210084,0.012738854
878,GL,I4,0,0,0.025210084,0.012738854
879,GL,I5,0,0,0.008403361,0.006410256
880,GL,I6,0,0,0,0
881,GM,I2_P,0,0,0,0
882,GM,I3_P,0,0,0,0
883,GM,I2_A,0,0,0,0
884,GM,I3_A,0,0,0,0
885,GM,I1,0,0,0,0
886,GM,I4,0,0,0,0
887,GM,I5,0,0,0,0
888,GM,I6,0,0,0,0
889,GN,I2_P,0,0,0,0
890,GN,I3_P,0,0,0,0
891,GN,I2_A,0,0,0,0
892,GN,I3_A,0,0,0,0
893,GN,I1,0,0,0,0
894,GN,I4,0,0,0,0
895,GN,I5,0,0,0,0
896,GN,I6,0,0,0,0
897,GP,I2_P,0,0,0,0
898,GP,I3_P,0,0,0,0
899,GP,I2_A,0,0,0,0
900,GP,I3_A,0,0,0,0
901,GP,I1,0,0,0,0
902,GP,I4,0,0,0,0
903,GP,I5,0,0,0,0
904,GP,I6,0,0,0,0
905,GQ,I2_P,0,0,0,0
906,GQ,I3_P,0,0,0,0
907,GQ,I2_A,0,0,0,0
908,GQ,I3_A,0,0,0,0
909,GQ,I1,0,0,0,0
910,GQ,I4,0,0,0,0
911,GQ,I5,0,0,0,0
912,GQ,I6,0,0,0,0
913,GR,I2_P,0,0,0,0
914,GR,I3_P,0,0,0,0
915,GR,I2_A,0,0,0,0
916,GR,I3_A,0,0,0,0
917,GR,I1,0,0,0,0
918,GR,I4,0,0,0,0
919,GR,I5,0,0,0,0
920,GR,I6,0,0,0,0
921,GS,I2_P,0,0,0,0
922,GS,I3_P,0,0,0,0
923,GS,I2_A,0,0,0,0
924,GS,I3_A,0,0,0,0
925,GS,I1,0,0,0,0
926,GS,I4,0,0,0,0
927,GS,I5,0,0,0,0
928,GS,I6,0,0,0,0
929,GT,I2_P,0,0,0,0
930,GT,I3_P,0,0,0,0
931,GT,I2_A,0,0,0,0
932,GT,I3_A,0,0,0,0
933,GT,I1,0,0,0,0
934,GT,I4,0,0,0,0
935,GT,I5,0,0,0,0
936,GT,I6,0,0,0,0
937,GV,I2_P,0,0,0,0
938,GV,I3_P,0,0,0,0
939,GV,I2_A,0,0,0,0
940,GV,I3_A,0,0,0,0
941,GV,I1,0,0,0,0
942,GV,I4,0,0,0,0
943,GV,I5,0,0,0,0
944,GV,I6,0,0,0.008547009,0
945,GW,I2_P,0,0,0,0
946,GW,I3_P,0,0,0,0
947,GW,I2_A,0,0,0,0
948,GW,I3_A,0,0,0,0
949,GW,I1,0,0,0,0
950,GW,I4,0,0,0,0
951,GW,I5,0,0,0,0
952,GW,I6,0,0,0,0
953,GY,I2_P,0,0,0,0
954,GY,I3_P,0,0,0,0
955,GY,I2_A,0,0,0,0
956,GY,I3_A,0,0,0,0
957,GY,I1,0,0,0,0
958,GY,I4,0,0,0,0
959,GY,I5,0.008547009,0,0,0
960,GY,I6,0,0,0,0
961,HA,I2_P,0,0,0,0
962,HA,I3_P,0,0,0,0
963,HA,I2_A,0,0,0,0
964,HA,I3_A,0,0,0,0.006535948
965,HA,I1,0,0,0,0
966,HA,I4,0,0,0,0
967,HA,I5,0,0,0.008403361,0
968,HA,I6,0,0,0,0
969,HC,I2_P,0,0,0,0
970,HC,I3_P,0,0,0,0
971,HC,I2_A,0.015503876,0,0,0
972,HC,I3_A,0,0,0,0
973,HC,I1,0,0,0,0
974,HC,I4,0,0,0,0
975,HC,I5,0,0,0,0
976,HC,I6,0,0,0,0
977,HD,I2_P,0,0,0,0
978,HD,I3_P,0,0,0,0
979,HD,I2_A,0,0,0,0
980,HD,I3_A,0,0,0,0
981,HD,I1,0,0,0,0
982,HD,I4,0,0,0,0
983,HD,I5,0,0,0,0
984,HD,I6,0,0,0,0
985,HE,I2_P,0,0,0,0
986,HE,I3_P,0,0,0,0
987,HE,I2_A,0,0,0,0
988,HE,I3_A,0,0,0,0
989,HE,I1,0,0,0,0
990,HE,I4,0,0,0,0
991,HE,I5,0,0.006369427,0,0
992,HE,I6,0,0,0,0
993,HF,I2_P,0,0,0,0
994,HF,I3_P,0,0,0,0
995,HF,I2_A,0,0,0,0
996,HF,I3_A,0,0,0,0
997,HF,I1,0,0,0,0
998,HF,I4,0,0,0,0
999,HF,I5,0,0,0,0.006410256
1000,HF,I6,0,0,0,0
1001,HG,I2_P,0,0,0,0
1002,HG,I3_P,0,0,0,0
1003,HG,I2_A,0,0,0,0
1004,HG,I3_A,0,0,0,0
1005,HG,I1,0,0,0,0
1006,HG,I4,0,0,0,0
1007,HG,I5,0,0,0,0
1008,HG,I6,0,0,0,0
1009,HH,I2_P,0,0,0.031007752,0.005586592
1010,HH,I3_P,0,0,0.015267176,0.011235955
1011,HH,I2_A,0,0,0,0
1012,HH,I3_A,0,0,0,0
1013,HH,I1,0.008403361,0,0,0
1014,HH,I4,0,0,0,0
1015,HH,I5,0,0,0,0.006410256
1016,HH,I6,0,0,0,0
1017,HI,I2_P,0,0,0,0
1018,HI,I3_P,0,0,0,0
1019,HI,I2_A,0,0,0,0
1020,HI,I3_A,0,0,0,0
1021,HI,I1,0,0,0,0
1022,HI,I4,0,0,0,0
1023,HI,I5,0,0,0,0
1024,HI,I6,0,0,0.008547009,0
1025,HK,I2_P,0,0,0,0
1026,HK,I3_P,0,0.013071895,0,0
1027,HK,I2_A,0,0,0,0
1028,HK,I3_A,0,0,0,0
1029,HK,I1,0,0,0,0.006369427
1030,HK,I4,0.016806723,0,0,0.006369427
1031,HK,I5,0,0,0,0
1032,HK,I6,0,0,0,0
1033,HL,I2_P,0,0,0,0
1034,HL,I3_P,0.036363636,0,0,0
1035,HL,I2_A,0.007751938,0.005649718,0.018518519,0.006535948
1036,HL,I3_A,0,0.005649718,0.018518519,0
1037,HL,I1,0,0,0.008403361,0.006369427
1038,HL,I4,0,0,0.008403361,0.006369427
1039,HL,I5,0.008547009,0.006369427,0,0.006410256
1040,HL,I6,0.016806723,0,0,0.006329114
1041,HM,I2_P,0,0,0,0
1042,HM,I3_P,0,0,0,0
1043,HM,I2_A,0,0,0,0
1044,HM,I3_A,0,0,0,0
1045,HM,I1,0,0,0,0
1046,HM,I4,0.016806723,0,0,0
1047,HM,I5,0,0,0,0
1048,HM,I6,0,0.006369427,0,0
1049,HN,I2_P,0,0,0,0
1050,HN,I3_P,0,0,0,0
1051,HN,I2_A,0,0,0,0
1052,HN,I3_A,0.007751938,0,0,0
1053,HN,I1,0,0.012903226,0,0
1054,HN,I4,0,0,0,0
1055,HN,I5,0,0.006369427,0,0
1056,HN,I6,0,0,0,0
1057,HP,I2_P,0,0,0,0
1058,HP,I3_P,0,0,0,0
1059,HP,I2_A,0,0,0,0
1060,HP,I3_A,0,0,0,0
1061,HP,I1,0,0,0,0
1062,HP,I4,0,0,0,0
1063,HP,I5,0,0,0,0
1064,HP,I6,0,0,0,0
1065,HQ,I2_P,0,0,0,0
1066,HQ,I3_P,0,0,0,0
1067,HQ,I2_A,0,0,0,0
1068,HQ,I3_A,0,0,0,0
1069,HQ,I1,0.016806723,0.025806452,0,0
1070,HQ,I4,0,0,0,0
1071,HQ,I5,0.008547009,0,0,0
1072,HQ,I6,0,0,0.008547009,0
1073,HR,I2_P,0,0,0,0
1074,HR,I3_P,0,0,0,0
1075,HR,I2_A,0,0,0,0
1076,HR,I3_A,0,0,0,0
1077,HR,I1,0.016806723,0,0,0
1078,HR,I4,0,0,0,0
1079,HR,I5,0,0,0,0
1080,HR,I6,0,0,0,0
1081,HS,I2_P,0,0,0,0
1082,HS,I3_P,0,0,0,0
1083,HS,I2_A,0,0,0,0
1084,HS,I3_A,0,0,0,0
1085,HS,I1,0,0,0,0
1086,HS,I4,0,0,0,0
1087,HS,I5,0.008547009,0,0,0.006410256
1088,HS,I6,0,0,0,0
1089,HT,I2_P,0,0,0,0
1090,HT,I3_P,0,0,0,0
1091,HT,I2_A,0,0,0,0
1092,HT,I3_A,0.007751938,0,0,0
1093,HT,I1,0,0,0,0
1094,HT,I4,0,0,0,0
1095,HT,I5,0,0,0.008403361,0
1096,HT,I6,0,0,0,0
1097,HV,I2_P,0,0,0,0
1098,HV,I3_P,0,0,0,0
1099,HV,I2_A,0.007751938,0,0,0
1100,HV,I3_A,0,0.005649718,0,0
1101,HV,I1,0,0,0,0.006369427
1102,HV,I4,0,0,0,0.006369427
1103,HV,I5,0,0.006369427,0.008403361,0
1104,HV,I6,0,0,0,0
1105,HW,I2_P,0,0,0,0
1106,HW,I3_P,0,0,0,0
1107,HW,I2_A,0,0,0,0
1108,HW,I3_A,0,0,0,0
1109,HW,I1,0,0,0,0
1110,HW,I4,0,0,0,0
1111,HW,I5,0,0,0,0
1112,HW,I6,0,0,0,0
1113,HY,I2_P,0,0,0,0
1114,HY,I3_P,0,0,0,0
1115,HY,I2_A,0,0,0,0
1116,HY,I3_A,0,0,0,0
1117,HY,I1,0,0,0,0
1118,HY,I4,0,0,0,0
1119,HY,I5,0,0,0,0
1120,HY,I6,0,0,0,0
1121,IA,I2_P,0,0,0,0
1122,IA,I3_P,0,0,0,0
1123,IA,I2_A,0,0.016949153,0,0
1124,IA,I3_A,0,0.028248588,0,0.026143791
1125,IA,I1,0,0,0,0
1126,IA,I4,0,0,0,0
1127,IA,I5,0,0,0,0.006410256
1128,IA,I6,0.008403361,0,0.034188034,0.025316456
1129,IC,I2_P,0,0,0,0
1130,IC,I3_P,0,0,0,0
1131,IC,I2_A,0,0,0,0.006535948
1132,IC,I3_A,0,0,0,0
1133,IC,I1,0,0,0,0
1134,IC,I4,0,0,0,0
1135,IC,I5,0,0,0,0
1136,IC,I6,0.016806723,0,0,0
1137,ID,I2_P,0,0,0,0
1138,ID,I3_P,0,0,0,0
1139,ID,I2_A,0,0,0,0
1140,ID,I3_A,0.007751938,0,0,0
1141,ID,I1,0,0,0,0
1142,ID,I4,0,0,0,0
1143,ID,I5,0,0,0,0
1144,ID,I6,0,0,0,0
1145,IE,I2_P,0,0,0,0
1146,IE,I3_P,0,0,0,0
1147,IE,I2_A,0,0,0.009259259,0
1148,IE,I3_A,0.007751938,0,0.018518519,0
1149,IE,I1,0,0,0,0
1150,IE,I4,0,0,0,0
1151,IE,I5,0,0,0,0.006410256
1152,IE,I6,0,0,0.008547009,0
1153,IF,I2_P,0,0,0,0
1154,IF,I3_P,0,0,0,0
1155,IF,I2_A,0.007751938,0,0,0
1156,IF,I3_A,0.007751938,0.005649718,0,0.006535948
1157,IF,I1,0,0,0,0
1158,IF,I4,0,0,0,0
1159,IF,I5,0,0,0,0
1160,IF,I6,0.025210084,0.006369427,0,0.006329114
1161,IG,I2_P,0,0,0,0
1162,IG,I3_P,0,0,0,0
1163,IG,I2_A,0,0,0,0
1164,IG,I3_A,0,0,0,0
1165,IG,I1,0,0,0,0
1166,IG,I4,0,0,0,0
1167,IG,I5,0,0,0,0
1168,IG,I6,0,0,0,0
1169,IH,I2_P,0,0,0,0
1170,IH,I3_P,0,0,0,0
1171,IH,I2_A,0,0,0,0
1172,IH,I3_A,0,0,0,0
1173,IH,I1,0,0,0,0
1174,IH,I4,0,0,0,0
1175,IH,I5,0,0,0,0
1176,IH,I6,0,0,0.008547009,0
1177,II,I2_P,0.08411215,0.039215686,0.178294574,0.122905028
1178,II,I3_P,0.018181818,0.026143791,0.099236641,0.078651685
1179,II,I2_A,0,0,0.027777778,0.006535948
1180,II,I3_A,0,0,0.027777778,0.006535948
1181,II,I1,0.025210084,0,0,0.006369427
1182,II,I4,0.084033613,0.018867925,0,0.006369427
1183,II,I5,0.017094017,0,0,0.006410256
1184,II,I6,0.025210084,0.038216561,0.008547009,0.006329114
1185,IK,I2_P,0.018691589,0,0,0
1186,IK,I3_P,0,0,0,0
1187,IK,I2_A,0,0,0,0
1188,IK,I3_A,0.023255814,0,0.037037037,0.006535948
1189,IK,I1,0,0.025806452,0.067226891,0.025477707
1190,IK,I4,0.016806723,0,0.067226891,0.025477707
1191,IK,I5,0.017094017,0,0,0
1192,IK,I6,0,0,0.017094017,0
1193,IL,I2_P,0.018691589,0.052287582,0,0
1194,IL,I3_P,0.127272727,0.039215686,0,0
1195,IL,I2_A,0.131782946,0.084745763,0.101851852,0.111111111
1196,IL,I3_A,0.007751938,0.02259887,0.009259259,0.026143791
1197,IL,I1,0,0.012903226,0.033613445,0.006369427
1198,IL,I4,0.016806723,0.050314465,0.033613445,0.006369427
1199,IL,I5,0.017094017,0.012738854,0.025210084,0.012820513
1200,IL,I6,0.016806723,0.006369427,0.017094017,0.006329114
1201,IM,I2_P,0,0.013071895,0,0
1202,IM,I3_P,0.036363636,0,0,0
1203,IM,I2_A,0,0,0.009259259,0
1204,IM,I3_A,0.007751938,0,0.009259259,0
1205,IM,I1,0.016806723,0,0,0
1206,IM,I4,0,0,0,0
1207,IM,I5,0,0,0.008403361,0
1208,IM,I6,0.008403361,0,0,0
1209,IN,I2_P,0,0.052287582,0,0
1210,IN,I3_P,0,0,0,0
1211,IN,I2_A,0,0,0,0.006535948
1212,IN,I3_A,0.007751938,0,0,0
1213,IN,I1,0.016806723,0,0,0
1214,IN,I4,0,0,0,0
1215,IN,I5,0,0.012738854,0,0
1216,IN,I6,0,0,0.008547009,0
1217,IP,I2_P,0,0,0,0
1218,IP,I3_P,0,0,0,0
1219,IP,I2_A,0,0,0,0
1220,IP,I3_A,0,0,0,0
1221,IP,I1,0,0,0,0
1222,IP,I4,0,0,0,0
1223,IP,I5,0,0,0,0
1224,IP,I6,0,0,0,0
1225,IQ,I2_P,0.018691589,0,0,0
1226,IQ,I3_P,0,0.013071895,0,0
1227,IQ,I2_A,0,0.005649718,0,0
1228,IQ,I3_A,0,0.005649718,0,0
1229,IQ,I1,0,0,0,0.006369427
1230,IQ,I4,0,0,0,0.006369427
1231,IQ,I5,0,0,0,0
1232,IQ,I6,0,0,0,0
1233,IR,I2_P,0.037383178,0.013071895,0,0
1234,IR,I3_P,0,0,0,0
1235,IR,I2_A,0.015503876,0,0,0
1236,IR,I3_A,0.007751938,0,0.009259259,0
1237,IR,I1,0,0.025806452,0.025210084,0
1238,IR,I4,0,0,0.025210084,0
1239,IR,I5,0.008547009,0,0,0
1240,IR,I6,0.008403361,0,0.008547009,0
1241,IS,I2_P,0,0.013071895,0,0
1242,IS,I3_P,0,0,0,0
1243,IS,I2_A,0.007751938,0,0.009259259,0
1244,IS,I3_A,0,0,0,0
1245,IS,I1,0,0,0,0
1246,IS,I4,0,0,0,0
1247,IS,I5,0,0,0.008403361,0
1248,IS,I6,0,0,0.008547009,0
1249,IT,I2_P,0,0,0,0
1250,IT,I3_P,0,0.026143791,0,0
1251,IT,I2_A,0,0.005649718,0,0
1252,IT,I3_A,0,0.005649718,0,0
1253,IT,I1,0,0,0,0
1254,IT,I4,0,0.012578616,0,0
1255,IT,I5,0,0,0.008403361,0
1256,IT,I6,0.008403361,0,0,0.006329114
1257,IV,I2_P,0.037383178,0.013071895,0,0
1258,IV,I3_P,0.018181818,0,0,0
1259,IV,I2_A,0.015503876,0.005649718,0,0
1260,IV,I3_A,0.007751938,0.011299435,0.009259259,0.006535948
1261,IV,I1,0,0,0.008403361,0
1262,IV,I4,0.016806723,0,0.008403361,0
1263,IV,I5,0,0.012738854,0.008403361,0.006410256
1264,IV,I6,0,0,0,0
1265,IW,I2_P,0,0,0,0
1266,IW,I3_P,0,0,0,0
1267,IW,I2_A,0,0,0,0
1268,IW,I3_A,0,0,0,0
1269,IW,I1,0,0,0,0
1270,IW,I4,0,0,0,0
1271,IW,I5,0,0,0,0
1272,IW,I6,0,0,0,0
1273,IY,I2_P,0,0.013071895,0,0
1274,IY,I3_P,0,0,0,0
1275,IY,I2_A,0,0.005649718,0.009259259,0.006535948
1276,IY,I3_A,0.007751938,0,0,0.006535948
1277,IY,I1,0,0,0,0.006369427
1278,IY,I4,0,0,0,0.006369427
1279,IY,I5,0,0,0,0
1280,IY,I6,0,0,0,0
1281,KA,I2_P,0,0,0,0
1282,KA,I3_P,0,0,0,0
1283,KA,I2_A,0.015503876,0.005649718,0,0
1284,KA,I3_A,0,0.011299435,0,0.006535948
1285,KA,I1,0,0,0,0
1286,KA,I4,0,0,0,0
1287,KA,I5,0.034188034,0.031847134,0,0.012820513
1288,KA,I6,0,0.006369427,0.008547009,0
1289,KC,I2_P,0,0,0,0
1290,KC,I3_P,0,0,0,0
1291,KC,I2_A,0,0,0,0
1292,KC,I3_A,0,0,0,0
1293,KC,I1,0,0,0,0
1294,KC,I4,0,0,0,0
1295,KC,I5,0,0,0,0
1296,KC,I6,0,0,0,0
1297,KD,I2_P,0,0,0,0
1298,KD,I3_P,0,0,0,0
1299,KD,I2_A,0,0,0,0.006535948
1300,KD,I3_A,0,0,0,0
1301,KD,I1,0,0,0,0
1302,KD,I4,0,0,0,0
1303,KD,I5,0,0,0,0
1304,KD,I6,0,0,0.008547009,0
1305,KE,I2_P,0,0,0,0
1306,KE,I3_P,0,0,0,0
1307,KE,I2_A,0,0,0,0
1308,KE,I3_A,0,0,0,0
1309,KE,I1,0,0,0,0
1310,KE,I4,0,0,0,0
1311,KE,I5,0,0,0.008403361,0
1312,KE,I6,0.008403361,0,0,0
1313,KF,I2_P,0,0,0,0
1314,KF,I3_P,0,0,0,0
1315,KF,I2_A,0,0,0,0
1316,KF,I3_A,0,0.005649718,0,0
1317,KF,I1,0,0,0,0
1318,KF,I4,0,0,0,0
1319,KF,I5,0,0,0.025210084,0.006410256
1320,KF,I6,0,0,0,0
1321,KG,I2_P,0,0,0,0
1322,KG,I3_P,0,0,0,0
1323,KG,I2_A,0,0,0,0
1324,KG,I3_A,0,0,0,0
1325,KG,I1,0,0,0,0
1326,KG,I4,0,0,0,0
1327,KG,I5,0,0,0,0
1328,KG,I6,0,0,0,0
1329,KH,I2_P,0,0,0,0
1330,KH,I3_P,0,0,0,0
1331,KH,I2_A,0,0,0,0
1332,KH,I3_A,0,0,0,0
1333,KH,I1,0,0,0,0
1334,KH,I4,0,0,0,0
1335,KH,I5,0,0,0.008403361,0.006410256
1336,KH,I6,0,0,0,0
1337,KI,I2_P,0,0,0,0
1338,KI,I3_P,0,0,0,0
1339,KI,I2_A,0.023255814,0,0.037037037,0.006535948
1340,KI,I3_A,0,0,0,0
1341,KI,I1,0,0,0,0
1342,KI,I4,0,0,0,0
1343,KI,I5,0.034188034,0.012738854,0.016806723,0.032051282
1344,KI,I6,0.016806723,0.012738854,0.025641026,0.012658228
1345,KK,I2_P,0.018691589,0,0.062015504,0.033519553
1346,KK,I3_P,0,0.013071895,0.007633588,0.04494382
1347,KK,I2_A,0,0,0,0
1348,KK,I3_A,0,0,0,0
1349,KK,I1,0.033613445,0.058064516,0.008403361,0.025477707
1350,KK,I4,0.008403361,0.025157233,0.008403361,0.025477707
1351,KK,I5,0.008547009,0.006369427,0,0
1352,KK,I6,0.008403361,0,0.008547009,0
1353,KL,I2_P,0.018691589,0.052287582,0,0
1354,KL,I3_P,0,0.013071895,0,0
1355,KL,I2_A,0.007751938,0.005649718,0.018518519,0.026143791
1356,KL,I3_A,0,0.016949153,0.009259259,0.032679739
1357,KL,I1,0,0.012903226,0.008403361,0.025477707
1358,KL,I4,0.033613445,0.012578616,0.008403361,0.025477707
1359,KL,I5,0.008547009,0.044585987,0.033613445,0.096153846
1360,KL,I6,0.042016807,0.082802548,0.008547009,0.03164557
1361,KM,I2_P,0,0,0,0
1362,KM,I3_P,0,0,0,0
1363,KM,I2_A,0,0,0,0
1364,KM,I3_A,0,0,0,0
1365,KM,I1,0,0,0,0
1366,KM,I4,0,0.012578616,0,0
1367,KM,I5,0,0,0,0
1368,KM,I6,0,0,0,0
1369,KN,I2_P,0,0,0,0
1370,KN,I3_P,0,0,0,0
1371,KN,I2_A,0,0,0,0
1372,KN,I3_A,0,0.005649718,0,0.006535948
1373,KN,I1,0,0,0,0
1374,KN,I4,0,0,0,0
1375,KN,I5,0,0.025477707,0,0
1376,KN,I6,0,0.006369427,0,0.006329114
1377,KP,I2_P,0,0,0,0
1378,KP,I3_P,0,0,0,0
1379,KP,I2_A,0,0,0,0
1380,KP,I3_A,0,0,0,0
1381,KP,I1,0,0,0,0
1382,KP,I4,0,0,0,0
1383,KP,I5,0,0,0,0
1384,KP,I6,0,0,0,0
1385,KQ,I2_P,0,0,0,0
1386,KQ,I3_P,0,0.013071895,0,0
1387,KQ,I2_A,0,0,0.009259259,0
1388,KQ,I3_A,0,0,0,0
