,AA,Int,CCplus_APCC_asAPCC,CCplus_PCC_asAPCC,CCplus_APCC_asPCC,CCplus_PCC_asPCC
1389,KQ,I1,0.033613445,0.064516129,0.016806723,0.063694268
1390,KQ,I4,0,0.050314465,0.016806723,0.063694268
1391,KQ,I5,0,0,0,0
1392,KQ,I6,0.016806723,0.006369427,0,0.006329114
1393,KR,I2_P,0,0,0,0
1394,KR,I3_P,0,0,0,0
1395,KR,I2_A,0,0,0,0
1396,KR,I3_A,0,0,0,0
1397,KR,I1,0.050420168,0.012903226,0.025210084,0.01910828
1398,KR,I4,0.016806723,0,0.025210084,0.01910828
1399,KR,I5,0,0.006369427,0.008403361,0
1400,KR,I6,0,0,0.008547009,0
1401,KS,I2_P,0,0,0,0
1402,KS,I3_P,0,0,0,0
1403,KS,I2_A,0,0,0,0
1404,KS,I3_A,0,0,0,0
1405,KS,I1,0.016806723,0,0.008403361,0
1406,KS,I4,0.016806723,0,0.008403361,0
1407,KS,I5,0,0,0,0
1408,KS,I6,0,0,0,0
1409,KT,I2_P,0,0,0,0
1410,KT,I3_P,0,0,0,0
1411,KT,I2_A,0.007751938,0.011299435,0,0
1412,KT,I3_A,0,0,0,0
1413,KT,I1,0,0.012903226,0,0.006369427
1414,KT,I4,0,0.012578616,0,0.006369427
1415,KT,I5,0.008547009,0.006369427,0,0
1416,KT,I6,0,0,0.008547009,0
1417,KV,I2_P,0.018691589,0.026143791,0,0
1418,KV,I3_P,0,0,0,0
1419,KV,I2_A,0.007751938,0.011299435,0,0
1420,KV,I3_A,0.007751938,0.005649718,0,0.006535948
1421,KV,I1,0,0,0.008403361,0.012738854
1422,KV,I4,0.016806723,0,0.008403361,0.012738854
1423,KV,I5,0.008547009,0.01910828,0,0.006410256
1424,KV,I6,0.008403361,0.006369427,0.025641026,0.063291139
1425,KW,I2_P,0,0,0,0
1426,KW,I3_P,0,0,0,0
1427,KW,I2_A,0,0,0,0
1428,KW,I3_A,0,0,0,0
1429,KW,I1,0,0,0,0
1430,KW,I4,0,0,0,0
1431,KW,I5,0,0,0,0
1432,KW,I6,0,0,0,0
1433,KY,I2_P,0,0,0,0
1434,KY,I3_P,0,0,0,0
1435,KY,I2_A,0,0,0,0
1436,KY,I3_A,0,0,0,0
1437,KY,I1,0,0,0,0
1438,KY,I4,0,0,0,0
1439,KY,I5,0,0.012738854,0,0.006410256
1440,KY,I6,0,0,0,0
1441,LA,I2_P,0,0,0,0
1442,LA,I3_P,0,0,0,0
1443,LA,I2_A,0.015503876,0.016949153,0.009259259,0.045751634
1444,LA,I3_A,0.015503876,0.011299435,0.018518519,0.013071895
1445,LA,I1,0,0,0,0
1446,LA,I4,0,0,0,0
1447,LA,I5,0.025641026,0,0,0.006410256
1448,LA,I6,0,0.01910828,0.017094017,0
1449,LC,I2_P,0,0,0,0
1450,LC,I3_P,0,0,0,0
1451,LC,I2_A,0,0.005649718,0,0.006535948
1452,LC,I3_A,0,0,0,0
1453,LC,I1,0,0,0,0
1454,LC,I4,0,0,0,0
1455,LC,I5,0,0,0.008403361,0.006410256
1456,LC,I6,0,0.006369427,0,0
1457,LD,I2_P,0,0,0,0
1458,LD,I3_P,0,0,0,0
1459,LD,I2_A,0,0.005649718,0,0
1460,LD,I3_A,0.007751938,0,0.018518519,0
1461,LD,I1,0,0,0,0
1462,LD,I4,0,0,0,0
1463,LD,I5,0,0,0,0
1464,LD,I6,0,0,0,0
1465,LE,I2_P,0,0,0,0
1466,LE,I3_P,0,0,0,0
1467,LE,I2_A,0,0.005649718,0.018518519,0.013071895
1468,LE,I3_A,0.015503876,0.005649718,0.009259259,0.006535948
1469,LE,I1,0,0,0,0
1470,LE,I4,0,0,0,0
1471,LE,I5,0,0.006369427,0,0.006410256
1472,LE,I6,0,0.006369427,0.017094017,0.006329114
1473,LF,I2_P,0,0,0,0
1474,LF,I3_P,0,0,0,0
1475,LF,I2_A,0.015503876,0.005649718,0,0.006535948
1476,LF,I3_A,0,0.005649718,0,0.006535948
1477,LF,I1,0,0,0,0
1478,LF,I4,0,0,0,0
1479,LF,I5,0,0.012738854,0,0
1480,LF,I6,0.008403361,0.006369427,0,0
1481,LG,I2_P,0,0,0,0
1482,LG,I3_P,0,0,0,0
1483,LG,I2_A,0,0,0,0
1484,LG,I3_A,0,0,0,0
1485,LG,I1,0,0,0,0
1486,LG,I4,0,0,0,0
1487,LG,I5,0,0,0,0
1488,LG,I6,0,0,0,0
1489,LH,I2_P,0,0,0,0
1490,LH,I3_P,0,0,0,0
1491,LH,I2_A,0,0.005649718,0.018518519,0
1492,LH,I3_A,0.007751938,0.005649718,0.018518519,0.006535948
1493,LH,I1,0,0,0,0
1494,LH,I4,0,0,0,0
1495,LH,I5,0.008547009,0,0,0
1496,LH,I6,0,0,0,0
1497,LI,I2_P,0,0,0,0
1498,LI,I3_P,0,0,0,0
1499,LI,I2_A,0.007751938,0.02259887,0.009259259,0.026143791
1500,LI,I3_A,0.131782946,0.084745763,0.101851852,0.111111111
1501,LI,I1,0,0,0,0
1502,LI,I4,0,0,0,0
1503,LI,I5,0.008547009,0,0,0.019230769
1504,LI,I6,0.016806723,0,0.008547009,0.018987342
1505,LK,I2_P,0,0,0,0
1506,LK,I3_P,0,0,0,0
1507,LK,I2_A,0,0.016949153,0.009259259,0.032679739
1508,LK,I3_A,0.007751938,0.005649718,0.018518519,0.026143791
1509,LK,I1,0,0,0,0
1510,LK,I4,0,0,0,0
1511,LK,I5,0,0,0,0.012820513
1512,LK,I6,0,0.006369427,0.017094017,0
1513,LL,I2_P,0,0.098039216,0.186046512,0.279329609
1514,LL,I3_P,0.172727273,0.352941176,0.41221374,0.511235955
1515,LL,I2_A,0.108527132,0.124293785,0.037037037,0.026143791
1516,LL,I3_A,0.108527132,0.124293785,0.037037037,0.026143791
1517,LL,I1,0.042016807,0.032258065,0.016806723,0.006369427
1518,LL,I4,0.033613445,0.031446541,0.016806723,0.006369427
1519,LL,I5,0.008547009,0.031847134,0.025210084,0.038461538
1520,LL,I6,0.033613445,0.050955414,0.008547009,0.069620253
1521,LM,I2_P,0.037383178,0,0,0
1522,LM,I3_P,0.018181818,0,0,0
1523,LM,I2_A,0.023255814,0.005649718,0.018518519,0
1524,LM,I3_A,0.023255814,0.028248588,0.009259259,0.019607843
1525,LM,I1,0.016806723,0.012903226,0.008403361,0.006369427
1526,LM,I4,0.016806723,0.012578616,0.008403361,0.006369427
1527,LM,I5,0.008547009,0,0.008403361,0
1528,LM,I6,0,0,0.008547009,0
1529,LN,I2_P,0.018691589,0.052287582,0,0
1530,LN,I3_P,0,0.013071895,0,0
1531,LN,I2_A,0,0,0,0
1532,LN,I3_A,0,0.062146893,0.009259259,0.117647059
1533,LN,I1,0,0.038709677,0.016806723,0.006369427
1534,LN,I4,0,0,0.016806723,0.006369427
1535,LN,I5,0.008547009,0.038216561,0,0
1536,LN,I6,0,0,0.008547009,0
1537,LP,I2_P,0,0,0,0
1538,LP,I3_P,0,0,0,0
1539,LP,I2_A,0,0,0,0
1540,LP,I3_A,0,0,0,0
1541,LP,I1,0,0,0,0
1542,LP,I4,0,0,0,0
1543,LP,I5,0,0,0,0
1544,LP,I6,0,0,0,0
1545,LQ,I2_P,0.056074766,0.013071895,0,0
1546,LQ,I3_P,0.018181818,0.013071895,0,0
1547,LQ,I2_A,0.015503876,0.011299435,0.009259259,0.013071895
1548,LQ,I3_A,0.023255814,0.005649718,0.037037037,0.013071895
1549,LQ,I1,0,0.012903226,0.016806723,0.006369427
1550,LQ,I4,0.016806723,0.012578616,0.016806723,0.006369427
1551,LQ,I5,0,0,0,0
1552,LQ,I6,0,0,0.008547009,0
1553,LR,I2_P,0.056074766,0,0,0
1554,LR,I3_P,0.018181818,0,0,0
1555,LR,I2_A,0,0,0,0
1556,LR,I3_A,0.046511628,0.028248588,0.055555556,0.019607843
1557,LR,I1,0,0.012903226,0.008403361,0.01910828
1558,LR,I4,0.016806723,0,0.008403361,0.01910828
1559,LR,I5,0.008547009,0.006369427,0.016806723,0
1560,LR,I6,0,0,0,0
1561,LS,I2_P,0,0.013071895,0,0
1562,LS,I3_P,0.018181818,0,0,0
1563,LS,I2_A,0,0.011299435,0.009259259,0.019607843
1564,LS,I3_A,0,0.005649718,0.009259259,0.006535948
1565,LS,I1,0,0,0.016806723,0.01910828
1566,LS,I4,0,0,0.016806723,0.01910828
1567,LS,I5,0,0,0.016806723,0.019230769
1568,LS,I6,0.008403361,0.012738854,0.008547009,0
1569,LT,I2_P,0.018691589,0.013071895,0,0
1570,LT,I3_P,0.036363636,0.039215686,0,0
1571,LT,I2_A,0,0.016949153,0.009259259,0.032679739
1572,LT,I3_A,0.007751938,0.016949153,0.009259259,0.019607843
1573,LT,I1,0,0.012903226,0.008403361,0.01910828
1574,LT,I4,0,0.025157233,0.008403361,0.01910828
1575,LT,I5,0.008547009,0,0.016806723,0
1576,LT,I6,0.025210084,0.006369427,0,0.006329114
1577,LV,I2_P,0.037383178,0.065359477,0,0
1578,LV,I3_P,0.090909091,0.039215686,0,0
1579,LV,I2_A,0,0.016949153,0.027777778,0.026143791
1580,LV,I3_A,0.015503876,0.101694915,0.037037037,0.137254902
1581,LV,I1,0.033613445,0.012903226,0,0.006369427
1582,LV,I4,0.033613445,0.012578616,0,0.006369427
1583,LV,I5,0.008547009,0.012738854,0,0
1584,LV,I6,0.016806723,0,0,0.012658228
1585,LW,I2_P,0,0,0,0
1586,LW,I3_P,0,0,0,0
1587,LW,I2_A,0,0,0,0
1588,LW,I3_A,0.007751938,0,0,0
1589,LW,I1,0,0,0,0.006369427
1590,LW,I4,0,0,0,0.006369427
1591,LW,I5,0,0,0,0
1592,LW,I6,0,0,0,0
1593,LY,I2_P,0,0.013071895,0,0
1594,LY,I3_P,0.018181818,0.065359477,0,0
1595,LY,I2_A,0,0.011299435,0,0.006535948
1596,LY,I3_A,0,0.016949153,0.009259259,0
1597,LY,I1,0,0,0,0.006369427
1598,LY,I4,0,0,0,0.006369427
1599,LY,I5,0,0,0,0
1600,LY,I6,0,0,0.008547009,0
1601,MA,I2_P,0,0,0,0
1602,MA,I3_P,0,0,0,0
1603,MA,I2_A,0,0.005649718,0,0
1604,MA,I3_A,0,0,0,0.006535948
1605,MA,I1,0,0,0,0
1606,MA,I4,0,0,0,0
1607,MA,I5,0.008547009,0,0.008403361,0
1608,MA,I6,0,0,0.008547009,0
1609,MC,I2_P,0,0,0,0
1610,MC,I3_P,0,0,0,0
1611,MC,I2_A,0,0,0,0
1612,MC,I3_A,0.007751938,0,0,0
1613,MC,I1,0,0,0,0
1614,MC,I4,0,0,0,0
1615,MC,I5,0,0,0,0
1616,MC,I6,0,0,0,0
1617,MD,I2_P,0,0,0,0
1618,MD,I3_P,0,0,0,0
1619,MD,I2_A,0,0,0,0
1620,MD,I3_A,0,0,0,0
1621,MD,I1,0,0,0,0
1622,MD,I4,0,0,0,0
1623,MD,I5,0,0,0,0
1624,MD,I6,0,0,0,0
1625,ME,I2_P,0,0,0,0
1626,ME,I3_P,0,0,0,0
1627,ME,I2_A,0,0,0,0
1628,ME,I3_A,0,0,0,0
1629,ME,I1,0,0,0,0
1630,ME,I4,0,0,0,0
1631,ME,I5,0,0,0.008403361,0
1632,ME,I6,0.008403361,0,0.008547009,0
1633,MF,I2_P,0,0,0,0
1634,MF,I3_P,0,0,0,0
1635,MF,I2_A,0,0,0.009259259,0
1636,MF,I3_A,0,0,0,0
1637,MF,I1,0,0,0,0
1638,MF,I4,0,0,0,0
1639,MF,I5,0,0,0,0
1640,MF,I6,0,0,0,0
1641,MG,I2_P,0,0,0,0
1642,MG,I3_P,0,0,0,0
1643,MG,I2_A,0,0,0,0
1644,MG,I3_A,0,0,0,0
1645,MG,I1,0,0,0,0
1646,MG,I4,0,0,0,0
1647,MG,I5,0,0,0,0
1648,MG,I6,0,0,0,0
1649,MH,I2_P,0,0,0,0
1650,MH,I3_P,0,0,0,0
1651,MH,I2_A,0,0,0,0
1652,MH,I3_A,0,0,0,0
1653,MH,I1,0,0,0,0
1654,MH,I4,0,0,0,0
1655,MH,I5,0,0,0,0
1656,MH,I6,0,0,0,0
1657,MI,I2_P,0,0,0,0
1658,MI,I3_P,0,0,0,0
1659,MI,I2_A,0.007751938,0,0.009259259,0
1660,MI,I3_A,0,0,0.009259259,0
1661,MI,I1,0,0,0,0
1662,MI,I4,0,0,0,0
1663,MI,I5,0.008547009,0.006369427,0,0
1664,MI,I6,0.016806723,0,0,0
1665,MK,I2_P,0,0,0,0
1666,MK,I3_P,0,0,0,0
1667,MK,I2_A,0,0,0,0
1668,MK,I3_A,0,0,0,0
1669,MK,I1,0,0,0,0
1670,MK,I4,0,0,0,0
1671,MK,I5,0,0.006369427,0,0
1672,MK,I6,0,0,0.008547009,0
1673,ML,I2_P,0,0,0,0
1674,ML,I3_P,0,0,0,0
1675,ML,I2_A,0.023255814,0.028248588,0.009259259,0.019607843
1676,ML,I3_A,0.023255814,0.005649718,0.018518519,0
1677,ML,I1,0,0,0,0
1678,ML,I4,0,0,0,0
1679,ML,I5,0,0.006369427,0.008403361,0.012820513
1680,ML,I6,0.008403361,0.012738854,0,0.012658228
1681,MM,I2_P,0.009345794,0,0.046511628,0.033519553
1682,MM,I3_P,0.018181818,0,0.045801527,0.011235955
1683,MM,I2_A,0.007751938,0,0.009259259,0
1684,MM,I3_A,0.007751938,0,0.009259259,0
1685,MM,I1,0.008403361,0.006451613,0,0
1686,MM,I4,0,0,0,0
1687,MM,I5,0,0,0,0
1688,MM,I6,0,0,0,0
1689,MN,I2_P,0.018691589,0,0,0
1690,MN,I3_P,0,0,0,0
1691,MN,I2_A,0,0,0,0
1692,MN,I3_A,0,0,0.009259259,0
1693,MN,I1,0,0.012903226,0,0.006369427
1694,MN,I4,0,0,0,0.006369427
1695,MN,I5,0,0,0,0
1696,MN,I6,0,0,0,0
1697,MP,I2_P,0,0,0,0
1698,MP,I3_P,0,0,0,0
1699,MP,I2_A,0,0,0,0
1700,MP,I3_A,0,0,0,0
1701,MP,I1,0,0,0,0
1702,MP,I4,0,0,0,0
1703,MP,I5,0,0,0,0
1704,MP,I6,0,0,0,0
1705,MQ,I2_P,0,0,0,0
1706,MQ,I3_P,0.018181818,0,0,0
1707,MQ,I2_A,0.007751938,0,0,0
1708,MQ,I3_A,0.007751938,0,0.009259259,0
1709,MQ,I1,0,0.012903226,0.025210084,0.012738854
1710,MQ,I4,0,0,0.025210084,0.012738854
1711,MQ,I5,0,0,0,0
1712,MQ,I6,0,0,0.008547009,0
1713,MR,I2_P,0,0,0,0
1714,MR,I3_P,0,0,0,0
1715,MR,I2_A,0,0,0,0
1716,MR,I3_A,0,0,0,0
1717,MR,I1,0,0,0,0
1718,MR,I4,0.033613445,0,0,0
1719,MR,I5,0,0,0,0
1720,MR,I6,0,0,0.008547009,0
1721,MS,I2_P,0,0,0,0
1722,MS,I3_P,0,0,0,0
1723,MS,I2_A,0,0,0,0
1724,MS,I3_A,0,0,0,0
1725,MS,I1,0,0,0,0
1726,MS,I4,0,0,0,0
1727,MS,I5,0,0,0,0
1728,MS,I6,0,0.006369427,0,0
1729,MT,I2_P,0,0,0,0
1730,MT,I3_P,0,0,0,0
1731,MT,I2_A,0,0,0,0
1732,MT,I3_A,0,0,0,0
1733,MT,I1,0,0,0,0
1734,MT,I4,0,0,0,0
1735,MT,I5,0,0,0,0.006410256
1736,MT,I6,0,0,0,0
1737,MV,I2_P,0,0.026143791,0,0
1738,MV,I3_P,0,0,0,0
1739,MV,I2_A,0,0,0,0.006535948
1740,MV,I3_A,0,0.005649718,0,0
1741,MV,I1,0,0,0.008403361,0
1742,MV,I4,0,0,0.008403361,0
1743,MV,I5,0.008547009,0.006369427,0,0.006410256
1744,MV,I6,0.008403361,0,0,0.006329114
1745,MW,I2_P,0,0,0,0
1746,MW,I3_P,0,0,0,0
1747,MW,I2_A,0,0,0,0
1748,MW,I3_A,0,0,0,0
1749,MW,I1,0,0,0,0
1750,MW,I4,0,0,0,0
1751,MW,I5,0,0,0,0
1752,MW,I6,0,0,0,0
1753,MY,I2_P,0,0,0,0
1754,MY,I3_P,0,0,0,0
1755,MY,I2_A,0,0,0,0
1756,MY,I3_A,0,0,0,0
1757,MY,I1,0,0,0,0
1758,MY,I4,0,0,0,0
1759,MY,I5,0,0,0,0
1760,MY,I6,0,0,0,0
1761,NA,I2_P,0,0,0,0
1762,NA,I3_P,0,0,0,0
1763,NA,I2_A,0,0.005649718,0,0
1764,NA,I3_A,0,0,0,0
1765,NA,I1,0,0,0,0
1766,NA,I4,0,0,0,0
1767,NA,I5,0,0,0,0.019230769
1768,NA,I6,0,0,0,0
1769,NC,I2_P,0,0,0,0
1770,NC,I3_P,0,0,0,0
1771,NC,I2_A,0,0.005649718,0,0
1772,NC,I3_A,0,0,0,0
1773,NC,I1,0,0,0,0
1774,NC,I4,0,0,0,0
1775,NC,I5,0,0,0,0
1776,NC,I6,0.008403361,0,0,0
1777,ND,I2_P,0,0,0,0
1778,ND,I3_P,0,0,0,0
1779,ND,I2_A,0,0,0,0
1780,ND,I3_A,0,0,0,0
1781,ND,I1,0,0,0,0
1782,ND,I4,0,0,0,0
1783,ND,I5,0,0,0,0
1784,ND,I6,0,0,0,0
1785,NE,I2_P,0,0,0,0
1786,NE,I3_P,0,0,0,0
1787,NE,I2_A,0,0.005649718,0.009259259,0
1788,NE,I3_A,0,0,0,0
1789,NE,I1,0,0,0,0
1790,NE,I4,0,0,0,0
1791,NE,I5,0,0,0,0
1792,NE,I6,0,0,0,0
1793,NF,I2_P,0,0,0,0
1794,NF,I3_P,0,0,0,0
1795,NF,I2_A,0,0.005649718,0,0
1796,NF,I3_A,0,0,0,0
1797,NF,I1,0,0,0,0
1798,NF,I4,0,0,0,0
1799,NF,I5,0,0,0,0
1800,NF,I6,0,0,0,0
1801,NG,I2_P,0,0,0,0
1802,NG,I3_P,0,0,0,0
1803,NG,I2_A,0,0,0,0
1804,NG,I3_A,0,0,0,0
1805,NG,I1,0,0,0,0
1806,NG,I4,0,0,0,0
1807,NG,I5,0,0,0,0
1808,NG,I6,0,0,0,0
1809,NH,I2_P,0,0,0,0
1810,NH,I3_P,0,0,0,0
1811,NH,I2_A,0.007751938,0,0,0
1812,NH,I3_A,0,0,0,0
1813,NH,I1,0,0,0,0
1814,NH,I4,0,0,0,0
1815,NH,I5,0,0,0,0
1816,NH,I6,0,0,0.008547009,0
1817,NI,I2_P,0,0,0,0
1818,NI,I3_P,0,0,0,0
1819,NI,I2_A,0.007751938,0,0,0
1820,NI,I3_A,0,0,0,0.006535948
1821,NI,I1,0,0,0,0
1822,NI,I4,0,0,0,0
1823,NI,I5,0.008547009,0.006369427,0,0.006410256
1824,NI,I6,0,0,0,0
1825,NK,I2_P,0,0,0,0
1826,NK,I3_P,0,0,0,0
1827,NK,I2_A,0,0.005649718,0,0.006535948
1828,NK,I3_A,0,0,0,0
1829,NK,I1,0,0,0,0
1830,NK,I4,0,0,0,0
1831,NK,I5,0,0.006369427,0,0
1832,NK,I6,0,0,0,0
1833,NL,I2_P,0,0,0,0
1834,NL,I3_P,0,0,0,0
1835,NL,I2_A,0,0.062146893,0.009259259,0.117647059
1836,NL,I3_A,0,0,0,0
1837,NL,I1,0,0,0,0
1838,NL,I4,0,0,0,0
1839,NL,I5,0,0.025477707,0.016806723,0.025641026
1840,NL,I6,0.008403361,0,0.008547009,0
1841,NM,I2_P,0,0,0,0
1842,NM,I3_P,0,0,0,0
1843,NM,I2_A,0,0,0.009259259,0
1844,NM,I3_A,0,0,0,0
1845,NM,I1,0,0,0,0
1846,NM,I4,0,0,0,0
1847,NM,I5,0,0.006369427,0,0
1848,NM,I6,0,0,0,0
1849,NN,I2_P,0,0.032679739,0.031007752,0.122905028
1850,NN,I3_P,0,0,0,0.005617978
1851,NN,I2_A,0,0.005649718,0,0
1852,NN,I3_A,0,0.005649718,0,0
1853,NN,I1,0,0,0,0
1854,NN,I4,0,0,0,0
1855,NN,I5,0,0.006369427,0,0
1856,NN,I6,0,0,0,0
1857,NP,I2_P,0,0,0,0
1858,NP,I3_P,0,0,0,0
1859,NP,I2_A,0,0,0,0
1860,NP,I3_A,0,0,0,0
1861,NP,I1,0,0,0,0
1862,NP,I4,0,0,0,0
1863,NP,I5,0,0,0,0
1864,NP,I6,0,0,0,0
1865,NQ,I2_P,0,0,0,0
1866,NQ,I3_P,0,0,0,0
1867,NQ,I2_A,0,0,0,0
1868,NQ,I3_A,0,0,0,0
1869,NQ,I1,0.016806723,0,0.008403361,0.006369427
1870,NQ,I4,0,0,0.008403361,0.006369427
1871,NQ,I5,0,0.006369427,0,0
1872,NQ,I6,0,0,0,0
1873,NR,I2_P,0,0,0,0
1874,NR,I3_P,0,0,0,0
1875,NR,I2_A,0.007751938,0,0,0
1876,NR,I3_A,0,0,0,0
1877,NR,I1,0,0.012903226,0,0.012738854
1878,NR,I4,0,0,0,0.012738854
1879,NR,I5,0.017094017,0,0,0
1880,NR,I6,0,0,0,0
1881,NS,I2_P,0,0,0,0
1882,NS,I3_P,0,0,0,0
1883,NS,I2_A,0,0.005649718,0,0
1884,NS,I3_A,0,0,0,0
1885,NS,I1,0,0,0.008403361,0
1886,NS,I4,0,0,0.008403361,0
1887,NS,I5,0,0,0.008403361,0
1888,NS,I6,0,0,0,0
1889,NT,I2_P,0,0.013071895,0,0
1890,NT,I3_P,0,0,0,0
1891,NT,I2_A,0,0.005649718,0,0
1892,NT,I3_A,0,0,0,0
1893,NT,I1,0,0,0,0.012738854
1894,NT,I4,0,0,0,0.012738854
1895,NT,I5,0,0,0,0.006410256
1896,NT,I6,0,0,0,0
1897,NV,I2_P,0,0.039215686,0,0
1898,NV,I3_P,0,0,0,0
1899,NV,I2_A,0.007751938,0.005649718,0,0
1900,NV,I3_A,0,0,0,0
1901,NV,I1,0.016806723,0,0.008403361,0.006369427
1902,NV,I4,0.016806723,0,0.008403361,0.006369427
1903,NV,I5,0,0.006369427,0,0.006410256
1904,NV,I6,0,0,0,0
1905,NW,I2_P,0,0,0,0
1906,NW,I3_P,0,0,0,0
1907,NW,I2_A,0,0,0,0
1908,NW,I3_A,0,0,0,0
1909,NW,I1,0,0,0,0
1910,NW,I4,0,0,0,0
1911,NW,I5,0,0,0,0
1912,NW,I6,0,0,0,0
1913,NY,I2_P,0,0.013071895,0,0
1914,NY,I3_P,0,0,0,0
1915,NY,I2_A,0,0.005649718,0,0.006535948
1916,NY,I3_A,0,0,0,0
1917,NY,I1,0,0,0,0
1918,NY,I4,0,0,0,0
1919,NY,I5,0,0,0,0
1920,NY,I6,0,0,0,0
1921,PA,I2_P,0,0,0,0
1922,PA,I3_P,0,0,0,0
1923,PA,I2_A,0,0,0,0
1924,PA,I3_A,0,0,0,0
1925,PA,I1,0,0,0,0
1926,PA,I4,0,0,0,0
1927,PA,I5,0,0,0,0
1928,PA,I6,0,0,0,0
1929,PC,I2_P,0,0,0,0
1930,PC,I3_P,0,0,0,0
1931,PC,I2_A,0,0,0,0
1932,PC,I3_A,0,0,0,0
1933,PC,I1,0,0,0,0
1934,PC,I4,0,0,0,0
1935,PC,I5,0,0,0,0
1936,PC,I6,0,0,0,0
1937,PD,I2_P,0,0,0,0
1938,PD,I3_P,0,0,0,0
1939,PD,I2_A,0,0,0,0
1940,PD,I3_A,0,0,0,0
1941,PD,I1,0,0,0,0
1942,PD,I4,0,0,0,0
1943,PD,I5,0,0,0,0
1944,PD,I6,0,0,0,0
1945,PE,I2_P,0,0,0,0
1946,PE,I3_P,0,0,0,0
1947,PE,I2_A,0,0,0,0
1948,PE,I3_A,0,0,0,0
1949,PE,I1,0,0,0,0
1950,PE,I4,0,0,0,0
1951,PE,I5,0,0,0,0
1952,PE,I6,0,0,0,0
1953,PF,I2_P,0,0,0,0
1954,PF,I3_P,0,0,0,0
1955,PF,I2_A,0,0,0,0
1956,PF,I3_A,0,0,0,0
1957,PF,I1,0,0,0,0
1958,PF,I4,0,0,0,0
1959,PF,I5,0,0,0,0
1960,PF,I6,0,0,0,0
1961,PG,I2_P,0,0,0,0
1962,PG,I3_P,0,0,0,0
1963,PG,I2_A,0,0,0,0
1964,PG,I3_A,0,0,0,0
1965,PG,I1,0,0,0,0
1966,PG,I4,0,0,0,0
1967,PG,I5,0,0,0,0
1968,PG,I6,0,0,0,0
1969,PH,I2_P,0,0,0,0
1970,PH,I3_P,0,0,0,0
1971,PH,I2_A,0,0,0,0
1972,PH,I3_A,0,0,0,0
1973,PH,I1,0,0,0,0
1974,PH,I4,0,0,0,0
1975,PH,I5,0,0,0,0
1976,PH,I6,0,0,0,0
1977,PI,I2_P,0,0,0,0
1978,PI,I3_P,0,0,0,0
1979,PI,I2_A,0,0,0,0
1980,PI,I3_A,0,0,0,0
1981,PI,I1,0,0,0,0
1982,PI,I4,0,0,0,0
1983,PI,I5,0,0,0,0
1984,PI,I6,0,0,0,0
1985,PK,I2_P,0,0,0,0
1986,PK,I3_P,0,0,0,0
1987,PK,I2_A,0,0,0,0
1988,PK,I3_A,0,0,0,0
1989,PK,I1,0,0,0,0
1990,PK,I4,0,0,0,0
1991,PK,I5,0,0,0,0
1992,PK,I6,0,0,0,0
1993,PL,I2_P,0,0,0,0
1994,PL,I3_P,0,0,0,0
1995,PL,I2_A,0,0,0,0
1996,PL,I3_A,0,0,0,0
1997,PL,I1,0,0,0,0
1998,PL,I4,0,0,0,0
1999,PL,I5,0,0,0,0
2000,PL,I6,0,0,0,0
2001,PM,I2_P,0,0,0,0
2002,PM,I3_P,0,0,0,0
2003,PM,I2_A,0,0,0,0
2004,PM,I3_A,0,0,0,0
2005,PM,I1,0,0,0,0
2006,PM,I4,0,0,0,0
2007,PM,I5,0,0,0,0
2008,PM,I6,0,0,0,0
2009,PN,I2_P,0,0,0,0
2010,PN,I3_P,0,0,0,0
2011,PN,I2_A,0,0,0,0
2012,PN,I3_A,0,0,0,0
2013,PN,I1,0,0,0,0
2014,PN,I4,0,0,0,0
2015,PN,I5,0,0,0,0
2016,PN,I6,0,0,0,0
2017,PP,I2_P,0,0,0,0
2018,PP,I3_P,0,0,0,0
2019,PP,I2_A,0,0,0,0
2020,PP,I3_A,0,0,0,0
2021,PP,I1,0,0,0,0
2022,PP,I4,0,0,0,0
2023,PP,I5,0,0,0,0
2024,PP,I6,0,0,0,0
2025,PQ,I2_P,0,0,0,0
2026,PQ,I3_P,0,0,0,0
2027,PQ,I2_A,0,0,0,0
2028,PQ,I3_A,0,0,0,0
2029,PQ,I1,0,0,0,0
2030,PQ,I4,0,0,0,0
2031,PQ,I5,0,0,0,0
2032,PQ,I6,0,0,0,0
2033,PR,I2_P,0,0,0,0
2034,PR,I3_P,0,0,0,0
2035,PR,I2_A,0,0,0,0
2036,PR,I3_A,0,0,0,0
2037,PR,I1,0,0,0,0
2038,PR,I4,0,0,0,0
2039,PR,I5,0,0,0,0
2040,PR,I6,0,0,0,0
2041,PS,I2_P,0,0,0,0
2042,PS,I3_P,0,0,0,0
2043,PS,I2_A,0,0,0,0
2044,PS,I3_A,0,0,0,0
2045,PS,I1,0,0,0,0
2046,PS,I4,0,0,0,0
2047,PS,I5,0,0,0,0
2048,PS,I6,0,0,0,0
2049,PT,I2_P,0,0,0,0
2050,PT,I3_P,0,0,0,0
2051,PT,I2_A,0,0,0,0
2052,PT,I3_A,0,0,0,0
2053,PT,I1,0,0,0,0
2054,PT,I4,0,0,0,0
2055,PT,I5,0,0,0,0
2056,PT,I6,0,0,0,0
2057,PV,I2_P,0,0,0,0
2058,PV,I3_P,0,0,0,0
2059,PV,I2_A,0,0,0,0
2060,PV,I3_A,0,0,0,0
2061,PV,I1,0,0,0,0
2062,PV,I4,0,0,0,0
2063,PV,I5,0,0,0,0
