"AA","Int","Probibility","P_value","delabel"
"CN","I2_P","-0.000360399393939394","0.318416203635429",NA
"CN","I3_P","-0.000355778888888889","0.312224741126222",NA
"CN","I2_A","-0.000228715","0.251655976682804",NA
"CN","I3_A","-0.000228715","0.251655976682804",NA
"CN","I1","-0.000406604444444444","0.302404435669018",NA
"CN","I4","-0.000406604444444444","0.302404435669018",NA
"CN","I5","-0.000228715","0.229530922911602",NA
"CN","I6","-0.000228715","0.232203527444892",NA
"CP","I2_P","-4.36705454545455e-05","0.318416203635429",NA
"CP","I3_P","-4.31106666666667e-05","0.312224741126222",NA
"CP","I2_A","-2.7714e-05","0.251655976682804",NA
"CP","I3_A","-2.7714e-05","0.251655976682804",NA
"CP","I1","-4.92693333333333e-05","0.302404435669018",NA
"CP","I4","-4.92693333333333e-05","0.302404435669018",NA
"CP","I5","-2.7714e-05","0.229530922911602",NA
"CP","I6","-2.7714e-05","0.232203527444892",NA
"CQ","I2_P","-0.000907455151515151","0.318416203635429",NA
"CQ","I3_P","-0.000895821111111111","0.312224741126222",NA
"CQ","I2_A","-0.000575885","0.251655976682804",NA
"CQ","I3_A","-0.000575885","0.251655976682804",NA
"CQ","I1","-0.00102379555555556","0.302404435669018",NA
"CQ","I4","-0.00102379555555556","0.302404435669018",NA
"CQ","I5","-0.000575885","0.229530922911602",NA
"CQ","I6","-0.000575885","0.232203527444892",NA
"CR","I2_P","-0.000841714545454545","0.318416203635429",NA
"CR","I3_P","-0.000830923333333333","0.312224741126222",NA
"CR","I2_A","-0.000534165","0.251655976682804",NA
"CR","I3_A","-0.000534165","0.251655976682804",NA
"CR","I1","-0.000949626666666667","0.302404435669018",NA
"CR","I4","-0.000949626666666667","0.302404435669018",NA
"CR","I5","-0.000534165","0.229530922911602",NA
"CR","I6","-0.000534165","0.232203527444892",NA
"CS","I2_P","-0.00060105696969697","0.318416203635429",NA
"CS","I3_P","-0.000593351111111111","0.312224741126222",NA
"CS","I2_A","-0.00038144","0.251655976682804",NA
"CS","I3_A","0.0151224359689922","0.24022103636181",NA
"CS","I1","-0.000678115555555556","0.302404435669018",NA
"CS","I4","-0.000678115555555556","0.302404435669018",NA
"CS","I5","-0.00038144","0.229530922911602",NA
"CS","I6","-0.00038144","0.232203527444892",NA
"CT","I2_P","-0.000339268484848485","0.318416203635429",NA
"CT","I3_P","-0.000334918888888889","0.312224741126222",NA
"CT","I2_A","-0.000215305","0.251655976682804",NA
"CT","I3_A","-0.000215305","0.251655976682804",NA
"CT","I1","-0.000382764444444444","0.302404435669018",NA
"CT","I4","-0.000382764444444444","0.302404435669018",NA
"CT","I5","-0.000215305","0.229530922911602",NA
"CT","I6","-0.000215305","0.232203527444892",NA
"CV","I2_P","-0.000524750909090909","0.318416203635429",NA
"CV","I3_P","-0.000518023333333333","0.312224741126222",NA
"CV","I2_A","-0.000333015","0.251655976682804",NA
"CV","I3_A","-0.000333015","0.251655976682804",NA
"CV","I1","-0.000592026666666667","0.302404435669018",NA
"CV","I4","-0.000592026666666667","0.302404435669018",NA
"CV","I5","-0.000333015","0.229530922911602",NA
"CV","I6","-0.000333015","0.232203527444892",NA
"CW","I2_P","-4.36705454545455e-05","0.318416203635429",NA
"CW","I3_P","-4.31106666666667e-05","0.312224741126222",NA
"CW","I2_A","-2.7714e-05","0.251655976682804",NA
"CW","I3_A","-2.7714e-05","0.251655976682804",NA
"CW","I1","-4.92693333333333e-05","0.302404435669018",NA
"CW","I4","-4.92693333333333e-05","0.302404435669018",NA
"CW","I5","-2.7714e-05","0.229530922911602",NA
"CW","I6","-2.7714e-05","0.232203527444892",NA
"CY","I2_P","-0.00017491696969697","0.318416203635429",NA
"CY","I3_P","-0.000172674444444444","0.312224741126222",NA
"CY","I2_A","-0.000111005","0.251655976682804",NA
"CY","I3_A","-0.000111005","0.251655976682804",NA
"CY","I1","-0.000197342222222222","0.302404435669018",NA
"CY","I4","-0.000197342222222222","0.302404435669018",NA
"CY","I5","-0.000111005","0.229530922911602",NA
"CY","I6","-0.000111005","0.232203527444892",NA
"DA","I2_P","0","0.318416203635429",NA
"DA","I3_P","0","0.312224741126222",NA
"DA","I2_A","-0.00386232","0.251655976682804",NA
"DA","I3_A","-0.00386232","0.251655976682804",NA
"DA","I1","0","0.302404435669018",NA
"DA","I4","0","0.302404435669018",NA
"DA","I5","-0.00386232","0.229530922911602",NA
"DA","I6","-0.00386232","0.232203527444892",NA
"DC","I2_P","0","0.318416203635429",NA
"DC","I3_P","0","0.312224741126222",NA
"DC","I2_A","0.00741221798449612","0.349071193463236",NA
"DC","I3_A","-0.00033972","0.251655976682804",NA
"DC","I1","0","0.302404435669018",NA
"DC","I4","0","0.302404435669018",NA
"DC","I5","-0.00033972","0.229530922911602",NA
"DC","I6","0.00806364134453781","0.341138515628913",NA
"DD","I2_P","-0.0113110109090909","0.318416203635429",NA
"DD","I3_P","-0.0117506133333333","0.312224741126222",NA
"DD","I2_A","-0.00207936","0.251655976682804",NA
"DD","I3_A","-0.00207936","0.251655976682804",NA
"DD","I1","0.00989173602240896","0.216629072832588",NA
"DD","I4","0.00148837467787115","0.363496240854686",NA
"DD","I5","-0.00207936","0.229530922911602",NA
"DD","I6","-0.00207936","0.232203527444892",NA
"DE","I2_P","-0.00998778181818182","0.318416203635429",NA
"DE","I3_P","-0.00985973333333334","0.312224741126222",NA
"DE","I2_A","-0.0063384","0.251655976682804",NA
"DE","I3_A","-0.0063384","0.251655976682804",NA
"DE","I1","-0.0112682666666667","0.302404435669018",NA
"DE","I4","0.00553845602240896","0.216629072832588",NA
"DE","I5","-0.0063384","0.229530922911602",NA
"DE","I6","0.00206496134453781","0.341138515628913",NA
"DF","I2_P","-0.00207659636363636","0.318416203635429",NA
"DF","I3_P","-0.00204997333333333","0.312224741126222",NA
"DF","I2_A","-0.00131784","0.251655976682804",NA
"DF","I3_A","-0.00131784","0.251655976682804",NA
"DF","I1","-0.00234282666666667","0.302404435669018",NA
"DF","I4","-0.00234282666666667","0.302404435669018",NA
"DF","I5","-0.00131784","0.229530922911602",NA
"DF","I6","-0.00131784","0.232203527444892",NA
"DG","I2_P","-0.00113530181818182","0.318416203635429",NA
"DG","I3_P","-0.00112074666666667","0.312224741126222",NA
"DG","I2_A","-0.00072048","0.251655976682804",NA
"DG","I3_A","-0.00072048","0.251655976682804",NA
"DG","I1","0.0155258693557423","0.216629072832588",NA
"DG","I4","-0.00128085333333333","0.302404435669018",NA
"DG","I5","-0.00072048","0.229530922911602",NA
"DG","I6","-0.00072048","0.232203527444892",NA
"DH","I2_P","0.0170173778759558","0.208780008187824",NA
